country,outcome,posterior_median,parameter_credible_interval_low,parameter_credible_interval_high,combined_median,combined_credible_interval_low,combined_credible_interval_high,posterior_draws,stochastic_replicates_per_draw,stochastic_overlay_applied,superspreading_k,aggregate_over_analysis_years,household_design_effect,credible_interval_low_percentile,credible_interval_high_percentile
Japan,annualized_infections_per_100k,1388.2986563923923,1373.070498912465,1403.7559854724348,1386.5230581654712,1222.5834426410063,1564.4762026615144,100,200,True,10.0,True,3.0,2.5,97.5
Japan,annualized_reported_cases_per_100k,22.321983786784067,22.06630755328982,22.581856395604085,22.28123951531527,19.667831579850386,25.146482235895814,100,200,True,10.0,True,3.0,2.5,97.5
Japan,annualized_infant_cases_per_100k,689.7494001699426,681.0620235914115,698.6122009475865,689.4931849600503,608.3523529660982,777.0104547026597,100,200,True,10.0,True,3.0,2.5,97.5
Japan,annualized_infant_infections_per_100k,1377.6737983062217,1360.2569830964164,1395.4452933501689,1375.2492146022282,1216.9851893841092,1553.1549989875134,100,200,True,10.0,True,3.0,2.5,97.5
Japan,annualized_child_1_9_cases_per_100k,318.95278595565173,314.87939620498,323.1037644048701,318.5875627068686,281.1217282403012,359.2111127577206,100,200,True,10.0,True,3.0,2.5,97.5
Japan,annualized_adolescent_cases_per_100k,392.1216678252673,387.9887819045192,396.30206963824503,391.3671633861577,346.5318503493526,441.26894951741974,100,200,True,10.0,True,3.0,2.5,97.5
Japan,annualized_child_adolescent_cases_per_100k,371.5311295735364,367.20150140374636,375.9291241011845,371.26979461499366,326.89407910033003,419.6126463554057,100,200,True,10.0,True,3.0,2.5,97.5
Japan,annualized_child_adolescent_infections_per_100k,1815.0946666675331,1793.5800911246542,1836.96065436012,1813.3269585175149,1602.8580084412395,2042.504173217489,100,200,True,10.0,True,3.0,2.5,97.5
Japan,annualized_child_adolescent_reported_cases_per_100k,83.94468181645163,82.91981231023246,84.98794415250178,83.93880730190585,73.95114302623098,94.57485873714346,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_infections,40698876.30921185,40252452.99859638,41152017.93874468,40645803.5,35871122.0,45831569.39999999,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_reported_cases,654383.4447519494,646888.1301760436,662001.7788699187,653692.5,575976.75,737882.7499999999,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_infant_cases,131133.71116362137,129482.08536236534,132818.6881810921,131050.0,115721.7,147703.07499999998,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_infant_infections,261920.45676337773,258609.20841140408,265299.1359725101,261682.5,230489.95,295201.7749999999,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_child_1_9_cases,591365.6554879787,583813.2438535144,599061.9233981007,590532.5,521746.525,666199.0,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_adolescent_cases,704348.2778299231,696924.5845946445,711857.32303681,703805.5,620214.15,793572.5999999999,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_child_adolescent_cases,1426847.644481523,1410219.9138105242,1443737.9346160027,1424027.0,1260059.25,1604828.9749999996,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_child_adolescent_infections,6970784.7970056515,6888159.094799057,7054760.089252648,6964834.0,6141836.325,7848427.874999999,100,200,True,10.0,True,3.0,2.5,97.5
Japan,total_child_adolescent_reported_cases,322385.5606770839,318449.598169666,326392.1603609714,322238.5,284335.925,362778.025,100,200,True,10.0,True,3.0,2.5,97.5
Japan,resistant_infections,40641343.277155586,40196056.30509526,41093270.12502642,40613860.0,35778691.775,45815287.82499999,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_infections_per_100k,3446.6201700489037,3445.1448227932938,3447.8696425272237,3444.582457982938,3036.4769759817723,3877.4406604250585,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_reported_cases_per_100k,61.631527813213424,61.58162944247284,61.67279520405739,61.52300079038419,54.363531733424864,69.36421878340421,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_infant_cases_per_100k,3110.731759445792,3106.4468624161577,3114.373951426714,3103.3026944469857,2740.749044799811,3501.7949808925277,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_infant_infections_per_100k,6600.479130697988,6591.1181595963735,6608.483436002051,6592.749678361728,5812.573389588163,7432.918615687717,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_child_1_9_cases_per_100k,1264.1102404614928,1262.9501096157326,1265.1041783228789,1261.9057195703265,1113.3121935762965,1423.404543238217,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_adolescent_cases_per_100k,824.0479346211548,823.9417877585972,824.1395581153704,823.0234421005172,727.9866505293026,929.4213329310057,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_child_adolescent_cases_per_100k,1156.1671646417465,1155.376242384147,1156.8066834658591,1154.396537625511,1020.2249964041598,1300.8117386403687,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_child_adolescent_infections_per_100k,5434.162100793876,5430.912786717667,5436.751001090852,5429.317963388679,4789.293270340673,6118.365762127801,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,annualized_child_adolescent_reported_cases_per_100k,236.4070296953812,236.17175696674653,236.60613987519872,235.8828950070614,208.45571403141963,265.9605753797255,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_infections,4948252.509373121,4946134.37934397,4950046.354118179,4939760.0,4363114.575,5564827.074999999,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_reported_cases,88483.31033173387,88411.67213239739,88542.55721267218,88327.0,78120.9,99538.22499999998,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_infant_cases,43973.01647929666,43912.445582683235,44024.502208356906,43893.0,38846.0,49538.024999999994,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_infant_infections,93303.76259672911,93171.43679940309,93416.91080124829,93175.5,82178.975,105248.24999999997,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_child_1_9_cases,173871.21890424078,173711.64970211126,174007.9297483553,173522.0,153486.9,195421.47499999995,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_adolescent_cases,105395.0316941441,105381.45562888247,105406.75030560358,105287.0,92984.0,118720.19999999998,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_child_adolescent_cases,323240.5307473506,323019.40519464586,323419.32698614954,322798.0,285029.85,363945.025,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_child_adolescent_infections,1519279.8202055926,1518371.3786684228,1520003.622848994,1518691.5,1342457.975,1708886.6249999998,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,total_child_adolescent_reported_cases,66094.53721617121,66028.75986245637,66150.20439432109,65984.5,58233.525,74472.075,100,200,True,10.0,True,3.0,2.5,97.5
New_Zealand,resistant_infections,4864978.962206428,4863853.878960011,4865954.800422965,4856902.5,4293499.2,5471846.925,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_infections_per_100k,1637.658631205285,1624.1362383853611,1652.3561509688338,1636.5640276868878,1445.2515508864872,1841.7680712805698,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_reported_cases_per_100k,23.25601406667896,23.050395430805686,23.47962877775184,23.243075180803118,20.484945447070622,26.214353897179816,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_infant_cases_per_100k,847.1899237515413,838.8939759574723,856.2450941218315,845.8022556035114,745.9400931459156,956.8142989745093,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_infant_infections_per_100k,1804.0126258317957,1786.1790986996104,1823.4484902540664,1802.2173849574692,1588.7948617936972,2031.5270699373368,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_child_1_9_cases_per_100k,452.0124231012735,447.6212959970447,456.7790161372564,451.3859289225638,398.56329372888547,510.3435467794159,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_adolescent_cases_per_100k,488.5738046331304,484.7147912395154,492.7765614554889,488.00143576663066,431.01827773591936,550.35829623946,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_child_adolescent_cases_per_100k,488.59154503966886,484.2534462024371,493.30833998798676,487.61529235366856,431.172353936278,549.8516672173382,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_child_adolescent_infections_per_100k,2447.898472652151,2426.5561802555303,2471.0766635111927,2446.5503757133547,2162.8019084437083,2755.1145565707197,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,annualized_child_adolescent_reported_cases_per_100k,83.25010424007036,82.4714237393977,84.0971399513294,83.18927157230193,73.29180158267633,93.9023952433523,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_infections,4657726.202858799,4619266.659197407,4699527.968843064,4651158.5,4102521.5,5232132.799999999,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_reported_cases,66143.29997009318,65558.49231015882,66779.29093821526,66056.5,58324.875,74613.025,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_infant_cases,21276.85075831571,21068.501208273265,21504.267894400626,21248.0,18726.0,24038.0,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_infant_infections,45307.08679344172,44859.20459280182,45795.21108530227,45269.0,39920.9,50988.0,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_child_1_9_cases,111240.6808261838,110160.020306349,112413.74382772956,111156.5,98079.9,125266.19999999998,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_adolescent_cases,114951.66702351382,114043.71814834428,115940.4918337115,114759.5,101314.925,129362.0499999999,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_child_adolescent_cases,247469.46766171893,245272.23966296655,249858.5035558417,247460.5,218218.975,278659.1,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_child_adolescent_infections,1239849.8051536684,1229040.0278338615,1251589.4568733708,1238435.0,1093488.675,1396200.4749999999,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,total_child_adolescent_reported_cases,42165.81148042611,41771.41322872392,42594.83134235493,42106.0,37104.95,47486.024999999994,100,200,True,10.0,True,3.0,2.5,97.5
Sweden,resistant_infections,4563952.18010514,4527206.094658421,4604003.1046108855,4559173.5,4023984.075,5140060.625,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_infections_per_100k,1437.6995322701277,1425.4312070375727,1447.9679184330992,1435.523872824113,1266.370028490807,1617.1485769487833,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_reported_cases_per_100k,23.60008397682828,23.381123733119278,23.783410729099252,23.554859461308354,20.789623477248227,26.539161084712724,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_infant_cases_per_100k,687.1607125447781,679.719079181237,693.4076220863674,685.9314340350097,605.9524104938549,772.9583592021767,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_infant_infections_per_100k,1459.9133146606869,1443.9568554338857,1473.3085438993432,1457.3549307976396,1286.6900704977788,1642.3084537077093,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_child_1_9_cases_per_100k,368.05724941280056,364.3576330801721,371.1534205164748,367.3756964403599,323.82542855652093,414.5804821652418,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_adolescent_cases_per_100k,418.5721588167605,415.0591403432575,421.50686372687954,418.271798586366,368.3832748394062,471.0273851892684,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_child_adolescent_cases_per_100k,407.3297724244307,403.52235781406927,410.5147374091905,406.35541336950325,359.3407427244545,457.86712743442973,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_child_adolescent_infections_per_100k,2040.9253339819247,2022.2700088061479,2056.5231646281177,2038.569491774332,1799.4518276235017,2294.06264857607,100,200,True,10.0,True,3.0,2.5,97.5
United_States,annualized_child_adolescent_reported_cases_per_100k,78.31643771010519,77.5384903285561,78.96790805544009,78.21676531450012,69.06358721133032,88.12398935690891,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_infections,136099168.79883465,134937793.4402969,137071220.93683445,135781400.0,119898132.9,153216217.77499998,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_reported_cases,2234091.1579468567,2213363.3872507955,2251445.70206197,2232169.0,1965396.575,2513508.875,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_infant_cases,652738.7010281697,645669.8423660111,658672.6829355023,652136.0,574719.925,733622.35,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_infant_infections,1386781.7283911556,1371624.5781335912,1399505.9478609387,1384782.0,1224624.75,1562059.7249999994,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_child_1_9_cases,3373103.664487156,3339198.1039521894,3401478.8921712805,3368988.5,2972087.175,3788383.4499999997,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_adolescent_cases,3503654.157050624,3474248.473536634,3528219.07556843,3495836.5,3091472.25,3949717.125,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_child_adolescent_cases,7529496.52256595,7459116.419854835,7588370.650675213,7519733.5,6631142.075,8455559.749999998,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_child_adolescent_infections,37726533.25478347,37381689.35614796,38014859.401606455,37668527.5,33324742.275,42492655.175,100,200,True,10.0,True,3.0,2.5,97.5
United_States,total_child_adolescent_reported_cases,1447680.4430184136,1433300.0766390807,1459722.8825814622,1444952.0,1274560.525,1627636.0999999996,100,200,True,10.0,True,3.0,2.5,97.5
United_States,resistant_infections,133970747.22070831,132840491.43414745,134914772.51489434,133668353.0,117999630.925,150991141.475,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_infections_per_100k,1425.4245455602825,1413.8361663541432,1433.8675790793225,1422.6931350363561,1256.8637473473398,1605.51209410341,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_reported_cases_per_100k,24.744080914467766,24.519341451033487,24.90905636373109,24.712375387806148,21.84240421756698,27.827680990405817,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_infant_cases_per_100k,695.9651249129481,688.3649990791055,701.5612157308922,694.768078476879,613.0652649290255,783.4409573054282,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_infant_infections_per_100k,1461.5935806291213,1445.5071033776048,1473.4403742940488,1460.3392604430423,1290.7749271067955,1645.1448574063436,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_child_1_9_cases_per_100k,354.0826622183329,350.4121445356687,356.79059081427397,353.6601107596558,311.79641189648424,398.9815080651498,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_adolescent_cases_per_100k,383.9046256793885,380.97562961647515,386.0947472792535,383.25069672836923,338.20685732191436,430.94612760801056,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_child_adolescent_cases_per_100k,384.68654154157684,381.17000246672376,387.292544977667,383.92387749488614,339.56231397967787,432.9895898241914,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_child_adolescent_infections_per_100k,1916.1619614599072,1898.500421859492,1929.1901754779274,1914.4006161021634,1692.2225133087704,2156.947330459612,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,annualized_child_adolescent_reported_cases_per_100k,78.503481850707,77.72206876333067,79.08077559713495,78.39719908886866,69.1887738946472,88.33943696864714,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_infections,80566872.40970138,79911881.94910948,81044083.79646195,80516510.5,71084969.05,90642982.27499999,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_reported_cases,1398568.0379858618,1385865.4673953883,1407892.667808511,1396317.5,1235297.25,1576020.6749999996,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_infant_cases,385870.1891625883,381656.3828023259,388972.8800545671,385476.5,339904.45,434678.69999999995,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_infant_infections,810364.4439176857,801445.4731548064,816932.7681273625,809312.5,714141.975,911637.1749999999,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_child_1_9_cases,1948873.7269207966,1928671.1674258015,1963778.1867217831,1946666.5,1720715.675,2190453.5999999996,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_adolescent_cases,2033140.1762525616,2017628.3553455025,2044738.9533159889,2029993.5,1793770.325,2285877.6749999993,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_child_adolescent_cases,4367884.092335947,4327955.90557363,4397473.693469391,4364147.0,3856400.3,4919132.225,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_child_adolescent_infections,21756865.515128486,21556329.352643896,21904793.04695365,21717901.0,19156977.975,24430056.65,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,total_child_adolescent_reported_cases,891359.7761818937,882487.3004716871,897914.5993311333,890634.5,784996.55,1004705.3749999999,100,200,True,10.0,True,3.0,2.5,97.5
Brazil,resistant_infections,79270116.23817995,78633228.16075836,79733922.07668994,79055245.5,69734485.325,89198983.44999999,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,annualized_infections_per_100k,1169.5573374026167,1144.73331994152,1198.0533825698792,1167.2194949392,1028.0953806856016,1318.0375415391443,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,annualized_reported_cases_per_100k,16.832831048465316,16.458935518804882,17.26352673062985,16.80620374692954,14.779996297066202,19.00349230706135,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,annualized_infant_cases_per_100k,617.3828593168413,601.7725391014845,635.5039647703599,616.3001860117263,543.1412687121962,697.706350121572,100,200,True,10.0,True,3.0,2.5,97.5
