analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,strategy,infant_contact_multiplier,target_ages,source_ages,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,contact_matrix_directional_intervention,contact_matrix_reciprocity_correction_after_intervention
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.00,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,14913.400432699262,78837.61640243407,609.1973438854016,683.8572767864915,1523.0358600032478,3919.5409176781513,2376.8919800494564,6980.2901745141,33443.78820801081,492.6061739781188,1.6405182879600249,1.6057082677585337,1.6099723379510789,204.19722919637184,1449.9687470080848,0.018391838987198473,0.003,0.038232666687273,70515966.30786526,651878.7474542783,6530461.610320834,6672359.264889781,13854699.622664895,4.999418194761015,22.362819436785387,0.17280291850956916,20.983560610531008,46.73301925010921,12.005267886261942,7.125421445413229,10.077594885558884,48.28351552336794,0.7111861162451152,0.004653440315740145,0.04926974955603413,0.02324351652036654,0.2948039266487797,135.31341084401774,1026.0737801927125,1675.1052560709431,1675.1052560709431,261.4179704131256,1680.0,1316.0,1,,0.8181222849491399,0.18916604932057304,5.2863608643924005,0.6795485191705746,0.5059334890290081,0.0012228137139510726,0.018646337313952745,0.02532251542691334,0.6343568527157575,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,United_Kingdom,maternal_immunization,1.0,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",6.999594011212859,0.024687563054764463,0.9753124369452355,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.25,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,16156.743524557402,84929.56936463912,685.5666316732238,894.1848745000552,2006.20114175283,4229.073749899118,2534.039330791099,7657.297955190274,36277.393219186546,560.6339605908279,2.1320560890351765,2.0946437082793476,2.099302951587056,261.2608858252514,1797.3896077650465,0.02116329590755466,0.003,0.04509108779478208,70515966.30900288,651878.7473958131,6530461.608755929,6672359.267264609,13854699.623416351,4.999418194761015,24.090842813153408,0.19446557995217087,27.437278434682625,61.558522059575694,12.953344372927056,7.596516095921723,11.05500556237438,52.374451950731796,0.8093992932045404,0.006047720304485415,0.06427230462565048,0.030308087712811446,0.3771879536268147,145.51514866428974,1141.8352048522252,1927.9892889275416,1927.9892889275416,281.1271594701534,1680.0,1316.0,1,,0.816835020562754,0.19023696511623134,5.256601940579834,0.6791494366740247,0.5039526385652185,0.001495489279025257,0.019214093163551837,0.026084305766255905,0.6323555484651918,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,United_Kingdom,maternal_immunization,1.25,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",6.999594011212859,0.027782408471212848,0.9722175915287872,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.50,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,17487.754832291976,91416.57103442824,769.1885737703128,1130.0535927018839,2548.2094294021385,4560.454685015369,2699.7343220285625,8390.242599745816,39321.1032040469,635.4431395015947,2.683210608507049,2.6430438402594794,2.6481300408687116,325.1574715697623,2239.64929970916,0.024499379864791577,0.003,0.053399036151897464,70515966.30889526,651878.7474086727,6530461.609096393,6672359.266528214,13854699.62303328,4.999418194761015,25.9309244093281,0.21818550550802354,34.67470313205511,78.18957087828335,13.968340001273814,8.093234775429936,12.113173492165647,56.768721446552725,0.9174029119756827,0.00761110711944116,0.08109948158023457,0.03823162230831108,0.4694368271923119,156.33159951777273,1267.912559724815,2208.0853238683894,2208.0853238683894,302.0239398523553,1680.0,1286.0,1,,0.8155624335984265,0.191297427090171,5.22746183893333,0.6788119147493147,0.5020212647567016,0.0017651051197033652,0.01977908823778432,0.026842480486438697,0.6304252409053882,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,United_Kingdom,maternal_immunization,1.5,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",6.999594011212859,0.03117116580740335,0.9688288341925967,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,current_infant_contact_x0.75,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4404062.039918681,22172165.892597567,250808.94336068112,142063.1379237834,302708.98037845164,595436.507093063,426839.0994336191,1164338.7444504655,5605284.561777521,162173.78737330734,573.8121338618582,555.1229871638161,555.9045511109008,49001.47879120379,22083523.681128133,0.996002095063747,0.827,0.9987459210683195,118980814.51411976,715391.0743088004,7149047.977786202,7916218.119762244,15780657.171857245,4.999418194761015,3727.449044596165,42.164466964324134,3972.083957026841,8463.740152313672,1665.972315817123,1078.5169539298133,1475.8247786667673,7104.820557744045,205.5588161061533,0.9646578960764278,15.521233331289546,7.046211551521524,62.11044417791358,46513.195905432076,218956.1269821982,133028.27115494816,133028.27115494816,151621.31327351037,1740.0,476.0,1,,0.808709910205293,0.1986302132706407,5.034480825117297,0.45368425343293095,0.3495051243152885,3.0398913165489526e-05,0.010724330117078393,0.014691568920818777,0.4282379554818683,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,0.2500056614954806,1.8378136421209396e-16,Japan,current,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",7.349919218851434,5.73672522225532,4.73672522225532,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,current_infant_contact_x1.00,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4624183.457507582,23170906.10232432,268891.8001692685,164657.07665231367,350489.3553246156,627915.0495639432,441463.4538780589,1234035.5800943156,5878696.071798121,176184.11520432672,671.254661167276,651.5339521426492,652.3670417635232,56604.21706156891,23083857.976128943,0.9962432144081477,0.827,0.9988556055981848,118980814.51400991,715391.0743238897,7149047.978152407,7916218.119614251,15780657.172090549,4.999418194761015,3895.351145755726,45.20444635389594,4603.810264409939,9799.678971691585,1756.844057667737,1115.4690846939284,1564.1670394574455,7451.375615759636,223.3172125049417,1.128472318658927,18.216882975638296,8.268894680304706,71.74708091903963,48410.106448519655,234673.3968937559,139291.4219694005,139291.4219694005,157804.76427273403,1710.0,476.0,1,,0.8081838616878019,0.1995685208462228,5.010810300941942,0.45495080532443904,0.3499839974547781,3.451818643440288e-05,0.010963652486192828,0.015027087032312859,0.428925547619499,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,current,1.0,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",7.349919218851434,6.150332406096839,5.150332406096839,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,current_infant_contact_x1.25,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4859242.668056456,24234188.320418008,288053.4817051297,188276.17828151683,399991.9926924125,662702.3306957604,456748.9996284249,1307727.5086057023,6166926.508921482,190982.0644846575,775.8195663822568,754.9751079790819,755.8637919571497,64654.275311688936,24148980.17011443,0.9964839692925971,0.827,0.9989645294092223,118980814.51416515,715391.074299095,7149047.977324046,7916218.119934318,15780657.17155746,4.999418194761015,4074.103654962705,48.42579116424723,5264.200116807948,11183.772232221654,1854.1754217052699,1154.091882474417,1657.5731677571298,7816.71398777657,242.07393629744266,1.3042604477602797,21.109096689162715,9.580738584930199,81.95070550416234,51410.24913685298,251557.75173497904,145940.9820085892,145940.9820085892,167584.47442955954,1710.0,476.0,1,,0.8076830732421009,0.20051188031589254,4.987235661171645,0.4563345788778955,0.35062197038390913,3.868318237733065e-05,0.011185437173870603,0.015340912232178252,0.4297695462894694,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,0.20006115273699407,1.8378136421209396e-16,Japan,current,1.25,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",7.349919218851434,6.588615428594424,5.588615428594424,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,current_infant_contact_x1.50,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,5103258.502296903,25334245.275362108,307896.78749541735,212610.26620372487,450461.6981966124,698836.8866381084,472222.7223573485,1383669.8751991817,6462364.587165193,206286.04221197846,886.6234976211206,864.5884290142717,865.5352927658162,73063.00755009135,25251141.17704133,0.9967196931498252,0.827,0.9990704672116731,118980814.51418498,715391.0743014888,7149047.977707909,7916218.119800054,15780657.171809452,4.999418194761015,4259.038508217588,51.761726479168885,5944.580978837231,12594.904708074653,1955.2763267867688,1193.1901570560403,1753.8317753770887,8191.188201889864,261.4720621825107,1.490537246172195,24.173884081007554,10.970848801232162,92.60895719618117,54324.62265896026,269257.61913348304,152807.87836029025,152807.87836029025,177084.59868873536,1710.0,476.0,1,,0.8072105367209379,0.2014371632874294,4.964327255607281,0.4578161969538941,0.3514199427227598,4.287960193047451e-05,0.011384762459131894,0.015626161495600314,0.4307623933972314,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,0.333384293947495,1.8378136421209396e-16,Japan,current,1.5,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",7.349919218851434,7.042489167283345,6.042489167283345,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,maternal_immunization_infant_contact_x0.75,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,2301342.2348088734,12426968.767149264,127531.87592360542,55893.46753060457,132239.31614733115,336121.3071343655,259990.54855914667,652005.3232241167,3305766.6883907286,82982.22652043379,141.94794067273887,132.38903453140477,132.81348852812937,17114.34759784886,12354781.72709,0.994191098295017,0.827,0.9978916749084082,118980814.51396751,715391.0743302788,7149047.978338113,7916218.119541349,15780657.17220974,4.999418194761015,2089.146052883401,21.4398796838479,1562.780809426857,3697.4099954278668,940.434094531204,656.9318857209898,826.4309818784263,4190.131449599631,105.18178379682814,0.2386342039865027,3.701596119992791,1.6834399631622696,21.692809223640648,26061.56165140098,108606.23020425443,70954.84278426261,70954.84278426261,84954.1324051964,1740.0,476.0,1,,0.8180247166125658,0.18518934729219563,5.399878635687283,0.5602831137310927,0.44347915990667336,0.0007153996630468321,0.010656686748111554,0.014541292004957846,0.5343697353149764,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Japan,maternal_immunization,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",7.349919218851434,2.917022493098678,1.9170224930986781,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.00,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,2501184.918288273,13412492.893380636,143963.00294814675,76777.05610352782,182008.3310760167,366140.3347258713,277116.7454115875,720034.1362409865,3592990.382796782,95860.49355500126,193.67992560267345,183.28626264815145,183.7548617926579,22859.54717441706,13340908.66116602,0.9946628689548126,0.827,0.9981002522364936,118980814.51402107,715391.0743220068,7149047.978079527,7916218.119642133,15780657.172043666,4.999418194761015,2254.8263468395376,24.20218035513908,2146.685743169744,5088.951169632705,1024.4243577039408,700.2055541429233,912.6589876036078,4554.1937530241075,121.50526842495213,0.32560285591529226,5.1246821239812155,2.329132990922517,28.974975117426666,28331.818727298858,121839.82817987291,76924.98103205598,76924.98103205598,92354.59914623598,1740.0,476.0,1,,0.8170677290054899,0.1864817329761765,5.362455528701851,0.559719564205671,0.4416397805390237,0.0009352213886100596,0.01108355694520056,0.015125404715312988,0.5325753811565475,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Japan,maternal_immunization,1.0,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",7.349919218851434,3.292849844262797,2.292849844262797,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.25,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,2708050.0831092987,14424758.173039518,161139.66850709097,98981.43181924795,235248.61005879866,396977.38725898904,294431.80226001434,790390.6213382513,3887197.334701825,109359.2819175964,249.71810008158002,238.45031900046868,238.9643661069791,28977.89064119074,14353872.952410948,0.9950858641941701,0.827,0.9982860007216654,118980814.51441947,715391.0742667594,7149047.976693125,7916218.120199046,15780657.171158932,4.999418194761015,2425.002200098203,27.089816409064326,2767.5198727963943,6577.5488535502345,1110.7033737463519,743.9564250729999,1001.8373685563265,4927.107488020461,138.61527739035182,0.4198108105784435,6.667068604478494,3.0289255117172345,36.730109040425376,30663.581508923136,135814.9299150186,83064.39595982128,83064.39595982128,99955.55900988948,1740.0,476.0,1,,0.8161874798825154,0.18773625530657134,5.326621639315275,0.5591434050672427,0.43985737197940705,0.0011557549514770705,0.011485567159275446,0.01567769268744903,0.5308243902690413,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Japan,maternal_immunization,1.25,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",7.349919218851434,3.685729815857436,2.685729815857436,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.50,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,2922396.790182604,15466609.415375233,178963.66031534178,122173.24529045433,291200.38948561624,428608.88268484327,312009.68390764465,862791.8118829423,4187887.651401398,123360.64019967007,309.53937388287517,297.35255726614633,297.9131724421751,35389.60406255646,15396496.472053446,0.9954668187811035,0.827,0.9984524457369237,118980814.51385778,715391.0743450467,7149047.978682118,7916218.119401511,15780657.172428675,4.999418194761015,2600.151864633885,30.086276996693126,3415.962751941213,8141.960062276901,1199.2051617103348,788.3713894686067,1093.6074581650287,5308.239028757917,156.36230468153218,0.5203786806558062,8.313974613679063,3.7761145015661004,44.857095780563576,33043.85449123726,150502.5500905431,89383.39374960045,89383.39374960045,107714.6499190358,1740.0,476.0,1,,0.8153873133334347,0.1889487677420413,5.292439913475546,0.5585228633031031,0.4381375768962071,0.0013761083310865482,0.011852107051270967,0.016184046939811823,0.5291106009809339,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Japan,maternal_immunization,1.5,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",7.349919218851434,4.093416009189103,3.093416009189103,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,current_infant_contact_x0.75,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,233134.05827009107,1176747.9049366273,27563.597727874672,15838.869675667283,34913.463172646676,61191.541636765956,27927.373433404257,104957.7847458375,461211.83293668565,22608.60310457402,57.05871422967469,56.396094873174675,56.47917538062568,5218.1626111453115,1078475.7798327496,0.9164883789538848,0.01,0.9974360165690828,5353994.955519442,54342.68540546096,540348.16960889,515842.4332532375,1110533.2882675882,4.999418194761015,4396.286728949871,102.97658350170946,5829.9337986077435,12850.865190800581,2265.1566608095213,1082.912985419528,1890.443092051367,8307.09914142014,407.2139828738914,2.131692498338216,20.758141606260697,10.1727248914041,93.9867346221939,22091.191331961832,17938.313354296944,11544.883100132414,11544.883100132414,3240.441834321602,1200.0,1106.0,1,,0.8157074260248797,0.19811724949078732,5.047516067229174,0.7212336066571153,0.5494268045711113,0.0012389486921136421,0.021980790911424058,0.030204087161765238,0.6678097798918124,,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,30.018541530691316,28.765002611277744,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,True,0.0,prospective_policy,0.2500057719951878,3.1531699655842397e-16,New_Zealand,current,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",25.11070274470987,4.100904086541496,3.1009040865414956,0.25,calibrated_country_scenario_analysis,,
