country,fitness_R,fitness_label,annualized_reported_cases_per_100k,annualized_reported_cases_per_100k_ratio_vs_neutral,annualized_infant_cases_per_100k,annualized_infant_cases_per_100k_ratio_vs_neutral,resistant_infections,resistant_infections_ratio_vs_neutral,resistant_fraction_end,resistant_fraction_end_ratio_vs_neutral
United_States,1.0,neutral,40.38851345504182,1.0,1386.8318871156237,1.0,176448710.6051038,1.0,0.9888209993099153,1.0
United_States,1.05,mild_advantage,39.28624950287547,0.9727084792711342,1414.2594989615666,1.0197771713361652,169306881.63557267,0.9595246179751651,0.9979301996797009,1.0092121833740817
United_States,1.1,moderate_advantage,37.91174091204513,0.9386763133593989,1421.7241293769907,1.0251596769482543,158163479.58018997,0.8963708436167801,0.9995596696215633,1.0108600750986705
United_States,1.15,strong_advantage,37.823560945846836,0.9364930201739131,1454.5833655496815,1.048853418401685,153625601.97721243,0.8706530155441601,0.9978490888175259,1.0091301555224972
Brazil,0.85,moderate_cost,15.072571501752984,0.5692678081368836,463.56890827746946,0.5818904462587394,763010.7838203267,0.0157631079676553,0.0024569214451579044,0.002562153630437711
Brazil,0.9,mild_cost,17.037749104559424,0.6434895390750456,513.6981661639682,0.6448147186189871,1740259.2662199999,0.03595217169512259,0.31417303349914255,0.3276293509309666
Brazil,0.95,near_neutral,26.218072050974957,0.9902161955773486,760.4661249989499,0.9545678429654947,36779282.79142952,0.7598264898845136,0.9988797828525116,1.0416627145528912
Brazil,1.0,neutral,26.477119004995096,1.0,796.6601123252367,1.0,48404844.10726404,1.0,0.9589282297401389,1.0
Brazil,1.05,mild_advantage,28.608531414486702,1.0805001635219262,881.2086652253791,1.1061287638129238,43096837.29928385,0.8903414130160657,0.9387367267963561,0.9789436765781162
Brazil,1.1,moderate_advantage,31.23618752216284,1.1797426871205252,986.0579653664437,1.2377398467815912,42644369.17286,0.8809938335584975,0.9489303714028688,0.9895739242758769
Brazil,1.15,strong_advantage,29.167164861077563,1.1015988882919991,951.8680299719522,1.1948232568010784,44028019.686966375,0.9095787931761804,0.9955104404111528,1.0381490601032022
Thailand,0.85,moderate_cost,12.69680615937722,0.5273505966622511,443.9750289319789,0.4855675340100685,7081423.23303174,0.30051376538863434,0.9859204885167063,0.9861765943632897
Thailand,0.9,mild_cost,16.6550462980704,0.6917525945088266,601.6520289966334,0.6580160437284605,14305382.839472713,0.6070763349326602,0.9976962684404063,0.9979554332010925
Thailand,0.95,near_neutral,19.664960176715777,0.8167667011968575,727.7682025774334,0.7959470430275156,18700747.443365086,0.7936020549617006,0.9991643889061544,0.9994239350304893
Thailand,1.0,neutral,24.076593901170952,1.0,914.3424916929739,1.0,23564388.885393687,1.0,0.9997403042740547,1.0
Thailand,1.05,mild_advantage,27.44241350377588,1.1397963356619656,1080.8297400710499,1.1820841204369845,26647330.80792611,1.1308305484825611,0.9994914887755959,0.9997511198684348
Thailand,1.1,moderate_advantage,29.54906800954438,1.2272943644286527,1199.375816572284,1.311735840200918,28274988.47008268,1.1999033205401242,0.9949405449747607,0.9951989938999416
Thailand,1.15,strong_advantage,32.16422983309767,1.3359127941902689,1332.0194426926153,1.4568057973837365,30494638.2743494,1.2940984136130687,0.978667005620224,0.9789212272789855
