analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,strategy,figure2_reference_parent,common_current_practice_denominator,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,timeliness_definition,timeliness_grace_months,timeliness_recent_window_months,contact_matrix_directional_intervention,contact_matrix_reciprocity_correction_after_intervention,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths,current_primary_cases_per_100k,current_primary_total_cases,figure2_reference_estimand
figure2_programme_reference,timeliness_only,symptom_protective,country_timeline,timeliness_only,2027-01-01,2051-01-01,2027,2051,39303136.23871307,191541353.1273219,7284342.61729118,1180151.3375711448,3051838.3461109414,6850813.169740721,3901815.4656083235,11932779.972920187,55772380.49658029,4913351.727235993,5915.5447938588895,5771.705779806938,5777.4549534528105,433978.6023983624,191513442.2202758,0.9998542826048245,0.997,0.9999548280221259,1336915575.5101218,7978469.57727568,78945023.74152142,88756327.56436639,175679820.88316348,24.000492823261258,596.9506213550062,22.702109912861722,616.3082056098909,1593.7557794698548,361.57400910564854,183.16700403532232,283.00857412676214,1322.7480868508594,116.52948178579668,0.18436165781913988,3.014147015908974,1.3702333338659098,10.292628016690832,12032.107908608665,2498887.9365607444,1066561.910202159,1066561.910202159,440709.93066403945,6804.0,8708.0,3,10.806849315068494,0.8096349551151949,0.20519399908690936,4.87343686681818,0.498483511967386,0.39530332631376747,3.6875928723919e-05,0.009184596208384577,0.008955585263046883,0.48030645456723065,0.03118927655220638,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,timeliness_only,True,True,4.146450779474111,5.475070396408034,4.475070396408034,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,0.2720183873195392,-0.078683155693557,0.0873015311901556,0.02567676256518059,0.014527836931172544,0.07054281896897108,0.03118927655220638,0.06384420313515116,0.03119096643782182,0.11088628117182042,0.11206795194438168,0.11226732765322289,290.46682174168603,12247249.694423398,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,adolescent_booster,symptom_protective,country_timeline,adolescent_booster,2027-01-01,2051-01-01,2027,2051,12713179.800626203,60780851.308426954,821211.8733150843,597765.7071241825,1245422.4936885089,2009136.5458592235,1065163.0810067805,3672065.3339901865,16256853.87417728,573119.8070956399,2435.0690462553794,2370.594417667317,2373.424442728344,203973.16656719422,60674026.26122761,0.9982424555612545,0.827,0.9992307954855011,111962696.37892474,732155.6562344031,7080255.645199571,6775380.661221418,14587791.962655393,24.000492823261258,2261.8993203163054,30.56058837776654,3401.789334824694,7087.500848388749,1182.3344800709062,655.0315905564904,1048.8193203028395,4643.300399029002,163.69510666548229,0.906186883217392,13.49067487663746,6.779000873896596,58.25903911316253,53536.40880379054,752800.8679167125,357761.0190772534,357761.0190772534,164221.38860593957,1722.0,7000.0,3,7.978082191780822,0.8038418766652782,0.20916422733393972,4.780932249965749,0.4873802126021401,0.3746527677623282,4.564354603577115e-05,0.013827455007960109,0.01891272632134766,0.4545943877267966,-0.0011331791547291026,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,adolescent_booster,True,True,7.349919218851434,4.157948879136418,3.157948879136418,0.25,calibrated_country_scenario_analysis,,,,,,-0.00060609833464631,-0.0010490334560722125,-0.00434822149487224,-0.0019315327795672577,-0.0013168245946972856,-0.0012073953668649828,-0.0011331791547291026,-0.0011877691851855943,-0.001127680246251872,-0.0008420494453615923,-0.0008274868855575601,-0.0008274872013114276,1046.7973968173212,3664986.2927515097,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,cocooning_adjunct,symptom_protective,country_timeline,cocooning_adjunct,2027-01-01,2051-01-01,2027,2051,12600772.210119216,61566909.308642276,819295.4589686426,595204.3288145483,1243000.6060951757,2041112.850340893,1078606.175105334,3714923.3542607757,16477980.098313652,577492.4884476792,2427.258180152249,2361.4754400289917,2364.3407290479868,203282.39748050485,61476203.92282814,0.9985267185435699,0.827,0.9995108930777105,111962696.38617425,732155.6562712677,7080255.6457156865,6775380.664734311,14587791.966721265,24.000492823261258,2291.151691895919,30.489270909611058,3387.212939065841,7073.718271871129,1201.151860719288,663.2985415052002,1061.0604746711138,4706.458711909811,164.94403665381347,0.9032801465223781,13.438780228099864,6.753055869566133,58.06174087429245,31962.77994333996,752945.850079637,352722.959512552,352722.959512552,98044.9048343636,1750.0,7406.0,4,6.303196347031964,0.8081963432635196,0.20466793528565871,4.885963199874382,0.5480193106842796,0.42918315637826204,4.468666501145958e-05,0.01383071719148018,0.018913040380965526,0.5152308664468223,-0.014080492787476251,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Japan,cocooning_adjunct,True,True,7.349919218851434,4.148245715600612,3.148245715600612,0.25,calibrated_country_scenario_analysis,,,,True,False,0.003681418875218556,-0.016981175430615503,-0.0170237900439707,-0.01362544260919818,-0.014936766700380577,-0.008846218616458179,-0.014080492787476251,0.0011486444331453294,-0.014363694254056147,0.0023683084911502172,0.0030224013132476024,0.0030029403334774774,1046.7973968173212,3664986.2927515097,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,current,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,12695737.961070437,60712053.67476191,820237.6203451084,597403.6217839075,1244636.648341139,2007031.10308471,1060551.5678828917,3664986.2927515097,16235474.601914896,572428.6593844384,2433.020322841977,2368.634403761524,2371.4620882019613,203827.30439424893,60605682.430340305,0.9982479386220166,0.827,0.9992527742846286,111962696.37772234,732155.6562749987,7080255.645480007,6775380.660592253,14587791.962347262,24.000492823261258,2259.3390843867046,30.524332516533246,3399.7287646935456,7083.028727414922,1181.0954713598042,652.1956992589361,1046.7973968173212,4637.194027980651,163.49770030310088,0.9054244710534565,13.479520749245847,6.773395975560594,58.217377800888265,53267.2247527826,751887.8235852259,357172.7547151528,357172.7547151528,163395.6742980738,1722.0,7000.0,3,7.978082191780822,0.8038899039303985,0.2091139599573136,4.782081503330193,0.48741783808093303,0.37441699578562687,4.564776156072975e-05,0.013831060383154906,0.01891730381722849,0.4546238261189889,0.0,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,current,True,True,7.349919218851434,4.153016054685736,3.153016054685736,0.25,calibrated_country_scenario_analysis,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.7973968173212,3664986.2927515097,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,maternal_immunization,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2051-01-01,2027,2051,12542495.24176917,61678824.24011865,783377.5353290589,506389.25730362063,1172084.552804929,2036322.1776527895,1087425.4745338638,3630136.9094902743,16451265.205518974,540857.5485927365,1317.100203858832,1251.1602700130695,1253.9958467437875,149327.57666101246,61584968.64449428,0.9984783173677405,0.827,0.9995289747858576,111962696.38972588,732155.6565958556,7080255.648189822,6775380.664652153,14587791.96943783,24.000492823261258,2295.3164954080194,29.152620873134335,2881.780526022975,6670.146316118231,1198.3326504697607,668.7220487980419,1036.843677318358,4698.82837411357,154.4803250043338,0.49014582577857296,7.120153615137783,3.5816766626092456,42.65110588679795,30629.958075618033,731359.0597985084,350862.1907347911,350862.1907347911,93956.51223151929,1750.0,7406.0,4,6.303196347031964,0.8095198368474379,0.20335172397159565,4.917588011890575,0.5496515766632614,0.42962286276331785,0.0013696233357492985,0.013695818987424084,0.01872897733219965,0.5158571570078885,-0.015923865309116048,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Japan,maternal_immunization,True,True,7.349919218851434,3.966386569033611,2.966386569033611,0.25,calibrated_country_scenario_analysis,,,,True,False,0.15234987060926886,-0.014594230514445306,-0.025339556759713888,0.009508735433644055,-0.013291302465443522,0.055152917790056044,-0.015923865309116048,0.04493830092862716,-0.016158323359852567,0.45865630817240943,0.47177991334325087,0.47121404428836344,1046.7973968173212,3664986.2927515097,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,pregnancy_tdap_scaleup,symptom_protective,country_timeline,pregnancy_tdap_scaleup,2027-01-01,2051-01-01,2027,2051,12549555.409542562,60392606.95180336,779569.2000522566,506824.4710941093,1170367.4616198842,1989052.029396141,1060644.390215493,3556520.890705743,16089200.158479173,532781.3306740001,1313.687834056677,1249.6974380863844,1252.4810424243892,149172.68922183488,60285131.27186007,0.9982203834977837,0.827,0.9992725727572224,111962696.37560634,732155.6562880985,7080255.6458216505,6775380.659723923,14587791.961833673,24.000492823261258,2247.4511902982067,29.010897442719976,2884.2572595277516,6660.374626752021,1170.5151656567512,652.2527812685291,1015.8173899889907,4595.414961488836,152.1735868821872,0.48887594613810426,7.111828874862276,3.57735006379722,42.60686678910346,51958.04413610029,725681.6642014814,352326.7138236678,352326.7138236678,159379.8005446726,1722.0,7000.0,3,7.517808219178082,0.8052154749629207,0.20779953115052316,4.812330395854612,0.4889496881489197,0.3747904339414115,0.0014035523378522468,0.013729719887878303,0.01877688149507051,0.45503953442811873,0.005261668871717862,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,pregnancy_tdap_scaleup,True,True,7.349919218851434,3.947104257732711,2.947104257732711,0.25,calibrated_country_scenario_analysis,,,,,,0.15162136181786068,0.00895804437755654,-8.752269612566366e-05,0.029595036176553347,0.00900955759054134,0.06926160677048054,0.005261668871717862,0.04958126679893193,0.005289127118544901,0.4600588323396425,0.47239749785707963,0.47185280816611397,1046.7973968173212,3664986.2927515097,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,targeted_pep_high_risk,symptom_protective,country_timeline,targeted_pep_high_risk,2027-01-01,2051-01-01,2027,2051,12399857.65440634,59351786.69361444,800635.9227856628,582985.3596569573,1214166.326687729,1957104.2948914487,1038703.57553506,3578793.2300834665,15849618.681679988,558522.6253565382,2363.0969848231007,2300.6208264570855,2303.380198297444,198573.9501257668,59324575.08603131,0.9995415199929263,0.827,0.9997072707374342,111962696.35848157,732155.6559408767,7080255.644496305,6775380.662076441,14587791.962513624,24.000492823261258,2208.718093221972,29.794874716558795,3317.67673521468,6909.626988065776,1151.7145979668983,638.7600802597209,1022.1788398950783,4526.985437613886,159.52584363997602,0.879403191914123,13.09246633050668,6.578939736281062,56.71690900348705,47711.53169744597,733814.4259587419,523550.97455538344,523550.97455538344,146353.7461983346,1729.0,7413.0,4,6.335159817351599,0.8039843980002045,0.2089213879679282,4.786489357200285,0.48686878452927274,0.37422431344479484,4.5151400069018836e-05,0.01381493915429381,0.018887931438463842,0.454120762536446,0.022405221019774824,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,targeted_pep_high_risk,True,True,7.349919218851434,4.053769004717689,3.0537690047176893,0.25,calibrated_country_scenario_analysis,,,,,,0.02413487565391015,0.02487595140729315,0.020600594077141765,0.023517976828269727,0.023766223636566663,0.02429304298435031,0.022405221019774824,0.023897584155184615,0.021138403082606838,0.028739315229886597,0.028714257124877185,0.02870882492417859,1046.7973968173212,3664986.2927515097,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,timeliness_only,symptom_protective,country_timeline,timeliness_only,2027-01-01,2051-01-01,2027,2051,12031465.14239328,59206738.71988456,725391.8633480971,403373.80898235564,1110163.7922276468,1984225.783872631,1016971.3078419745,3404570.9006969607,15795524.745022355,489034.8872138798,2034.5328112380478,1973.8759992784328,1975.7381443224722,146849.08659769344,59102598.713288836,0.9982410784845214,0.827,0.9992555875130904,111962696.36804183,732155.6561843227,7080255.645529976,6775380.661424554,14587791.963138852,24.000492823261258,2203.320276020909,26.99474139484518,2295.536035412927,6317.765143697532,1167.6750220107917,625.3956273779547,972.417267421913,4511.535068018552,139.67867980107386,0.7571312813629252,11.233013608919121,5.643124914948888,41.943196860285724,48592.60010700854,685526.6261908927,336494.1632732538,336494.1632732538,149056.3981236897,1729.0,7364.0,3,7.498630136986302,0.8096981633916602,0.2032110770247934,4.9209915849124295,0.5496247718243482,0.44343958398201555,4.2584946032686383e-05,0.008983389409388384,0.009307006707303942,0.5312917907616233,0.024794334300424326,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,timeliness_only,True,True,7.349919218851434,3.672794297603672,2.672794297603672,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,0.32478847754916396,0.011362713401415814,0.041092070730623265,0.07105494303057425,0.02709805950733657,0.14568413164399596,0.024794334300424326,0.11563204935309568,0.024801036087319095,0.1637830592136038,0.16666075771600408,0.1668691841409644,1046.7973968173212,3664986.2927515097,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,adolescent_booster,symptom_protective,country_timeline,adolescent_booster,2027-01-01,2051-01-01,2027,2051,702880.1335634007,3403555.494934791,91461.02537309207,61499.41089562034,134748.64708533566,197018.93582745397,73708.17800612873,332226.524729203,1386957.438341454,77140.13497084889,216.30171905335237,214.10939313690426,214.39320204474566,19875.486397685647,3305672.932515,0.9712410852223621,0.01,0.9989767357379371,5541494.72144374,54207.630513819066,527047.7416327486,488469.4292210482,1069724.801367616,24.000492823261258,2559.0911371208003,68.76840990916321,4727.05191525602,10357.23498821766,1557.5351362996291,628.7212334584103,1294.0232478662454,5402.203121733752,300.4610425888853,1.6263457816310196,16.457169299066962,8.350621247250448,77.41507539838467,25788.037680848185,58183.887630003475,24464.117634691607,24464.117634691607,3915.185607803082,1204.0,8038.0,5,5.173287671232877,0.8094519693241814,0.20651349290747126,4.8422986116846705,0.7231418939931726,0.5446780931107607,0.0015878605292501385,0.02622757774772765,0.035936194223858464,0.6593902614923364,8.800724219049094e-06,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,30.018541530691316,28.765002611277744,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,adolescent_booster,True,True,25.11070274470987,2.7386095326882405,1.7386095326882405,0.25,calibrated_country_scenario_analysis,,,,,,1.8718279527485393e-06,5.6398915140309924e-06,-0.0001988764732732129,-4.042471510157242e-05,4.82444851512831e-07,-1.0961277574716988e-05,8.800724219049094e-06,-7.47923099275738e-06,1.6067062566182955e-05,5.230914235432316e-06,5.1701129513137545e-06,5.1648036054618984e-06,1293.970939459668,332213.095109648,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,cocooning_adjunct,symptom_protective,country_timeline,cocooning_adjunct,2027-01-01,2051-01-01,2027,2051,701795.0046277565,3403171.929508154,90770.09616541967,60079.9607622778,131607.86800557177,197156.64845507703,73848.90833330342,331085.5175506582,1385777.4634578112,76448.14032598044,210.96829072429222,208.77570816928863,209.05925079003046,19439.234373189396,3305283.5059490306,0.9712361215986902,0.01,0.9989648819226095,5541494.721345923,54207.63051881437,527047.7416496888,488469.4292351112,1069724.8014036142,24.000492823261258,2558.8027390818834,68.2489088138341,4617.948195401101,10115.82412581247,1558.623824782613,629.9216449452089,1289.5790216545056,5397.607116062856,297.76572149157784,1.5862443959531627,16.04720430159284,8.142863695642655,75.7158725339129,25187.58657458215,57850.92449104953,24418.910887126072,24418.910887126072,3824.0240560682305,1204.0,8038.0,5,5.173287671232877,0.8097452137325937,0.20621791057414604,4.849239317845033,0.7233325390260973,0.5448315985588952,0.001546105762540088,0.026113846673872957,0.035781685256279595,0.6598909013334046,0.00012149524368676445,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,30.018541530691316,28.765002611277744,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,New_Zealand,cocooning_adjunct,True,True,25.11070274470987,2.7179210995284575,1.7179210995284575,0.25,calibrated_country_scenario_analysis,,,,True,False,0.023082539686467007,-0.0006933378507034682,-0.002108546728779137,0.0033941394441179273,0.0008512470622438206,0.008959754553753974,0.00012149524368676445,0.007546933946347423,0.00013387070405723733,0.02466245718916149,0.024916068760221233,0.02488432913826233,1293.970939459668,332213.095109648,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
