country,iso3,year,source_sheet,source_age_group,normalized_age_group,age_start_years,age_end_years_exclusive,reported_cases,total_reported_cases_known_age,reported_case_share_known_age,wpp_population_denominator,reported_incidence_per_100k,model_age_groups,model_age_alignment,target_role,target_strength,age_group_note,source,source_type
New_Zealand,NZL,2020,NZ,05-09,05-09,5.0,10.0,15.0,171.0,0.08771929824561403,327743.0,4.5767567880931095,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,10-14,10-14,10.0,15.0,16.0,171.0,0.0935672514619883,330881.0,4.835575327685784,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,15-19,15-19,15.0,20.0,5.0,171.0,0.029239766081871343,317077.0,1.5769040327743733,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,20-29,20-29,20.0,30.0,19.0,171.0,0.1111111111111111,715411.0,2.655816027430386,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,30-39,30-39,30.0,40.0,16.0,171.0,0.0935672514619883,703952.0,2.2728822419710433,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,40-49,40-49,40.0,50.0,17.0,171.0,0.09941520467836257,637612.0,2.666198252228628,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,50-59,50-59,50.0,60.0,24.0,171.0,0.14035087719298245,650034.0,3.6921145663149924,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,60-69,60-69,60.0,70.0,9.0,171.0,0.05263157894736842,536629.0,1.6771363455944424,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,70+,70+,70.0,inf,5.0,171.0,0.029239766081871343,544939.0,0.9175338891141944,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,00-00,00-00,0.0,1.0,1.0,43.0,0.023255813953488372,59285.0,1.6867673104495233,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,01-04,01-04,1.0,5.0,7.0,43.0,0.16279069767441862,243562.0,2.8740115453149504,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,05-09,05-09,5.0,10.0,2.0,43.0,0.046511627906976744,324611.0,0.6161220661037365,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,10-14,10-14,10.0,15.0,2.0,43.0,0.046511627906976744,335888.0,0.5954365740961273,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,20-29,20-29,20.0,30.0,5.0,43.0,0.11627906976744186,702028.0,0.7122223045234662,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,30-39,30-39,30.0,40.0,5.0,43.0,0.11627906976744186,721495.0,0.6930054955335796,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,40-49,40-49,40.0,50.0,6.0,43.0,0.13953488372093023,634668.0,0.9453761651761236,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,50-59,50-59,50.0,60.0,6.0,43.0,0.13953488372093023,653662.0,0.917905584231606,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,60-69,60-69,60.0,70.0,2.0,43.0,0.046511627906976744,550908.0,0.36303702251555614,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2021,NZ,70+,70+,70.0,inf,7.0,43.0,0.16279069767441862,566402.0,1.2358713422622094,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,00-00,00-00,0.0,1.0,1.0,18.0,0.05555555555555555,58719.0,1.703026277695465,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,01-04,01-04,1.0,5.0,1.0,18.0,0.05555555555555555,240515.0,0.41577448391992183,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,05-09,05-09,5.0,10.0,1.0,18.0,0.05555555555555555,320132.0,0.312371146901903,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,10-14,10-14,10.0,15.0,2.0,18.0,0.1111111111111111,337203.0,0.5931145333819687,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,15-19,15-19,15.0,20.0,2.0,18.0,0.1111111111111111,317439.0,0.6300423073409379,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,20-29,20-29,20.0,30.0,1.0,18.0,0.05555555555555555,687907.0,0.14536848731005791,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,30-39,30-39,30.0,40.0,3.0,18.0,0.16666666666666666,734380.0,0.40850785696778236,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,40-49,40-49,40.0,50.0,0.0,18.0,0.0,631677.0,0.0,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,50-59,50-59,50.0,60.0,2.0,18.0,0.1111111111111111,654517.0,0.3055688393120423,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,60-69,60-69,60.0,70.0,1.0,18.0,0.05555555555555555,564475.0,0.17715576420567786,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2022,NZ,70+,70+,70.0,inf,4.0,18.0,0.2222222222222222,584771.0,0.6840284487431832,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,00-00,00-00,0.0,1.0,31.0,141.0,0.2198581560283688,59207.0,52.35867380546219,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,01-04,01-04,1.0,5.0,18.0,141.0,0.1276595744680851,238863.0,7.535700380552869,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,05-09,05-09,5.0,10.0,12.0,141.0,0.0851063829787234,315928.0,3.7983337975741307,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,10-14,10-14,10.0,15.0,16.0,141.0,0.11347517730496454,336497.0,4.754871514456295,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,15-19,15-19,15.0,20.0,5.0,141.0,0.03546099290780142,323851.0,1.5439198890847954,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,20-29,20-29,20.0,30.0,12.0,141.0,0.0851063829787234,682078.0,1.7593295781420895,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,30-39,30-39,30.0,40.0,14.0,141.0,0.09929078014184398,747961.0,1.8717553455327216,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,40-49,40-49,40.0,50.0,14.0,141.0,0.09929078014184398,633445.0,2.21013663380404,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,50-59,50-59,50.0,60.0,8.0,141.0,0.05673758865248227,654071.0,1.2231088062305162,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,60-69,60-69,60.0,70.0,7.0,141.0,0.04964539007092199,577743.0,1.2116113912241258,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2023,NZ,70+,70+,70.0,inf,4.0,141.0,0.028368794326241134,603195.0,0.6631354702873864,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,00-00,00-00,0.0,1.0,120.0,1748.0,0.06864988558352403,59378.0,202.09505203947592,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,01-04,01-04,1.0,5.0,242.0,1748.0,0.13844393592677345,238869.0,101.31076029120565,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,05-09,05-09,5.0,10.0,294.0,1748.0,0.16819221967963388,312333.0,94.13030323404827,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,10-14,10-14,10.0,15.0,306.0,1748.0,0.17505720823798626,334119.0,91.58413619099781,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,15-19,15-19,15.0,20.0,158.0,1748.0,0.09038901601830664,331051.0,47.726785298941856,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,20-29,20-29,20.0,30.0,128.0,1748.0,0.07322654462242563,679105.0,18.848337149630765,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,30-39,30-39,30.0,40.0,132.0,1748.0,0.07551487414187644,756296.0,17.45348382114939,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,40-49,40-49,40.0,50.0,148.0,1748.0,0.08466819221967964,637722.0,23.207604567507474,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,50-59,50-59,50.0,60.0,112.0,1748.0,0.06407322654462243,652356.0,17.168539876999674,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,60-69,60-69,60.0,70.0,60.0,1748.0,0.034324942791762014,588884.0,10.1887638312469,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2024,NZ,70+,70+,70.0,inf,48.0,1748.0,0.02745995423340961,623833.0,7.694366921916603,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,00-04,00-04,0.0,5.0,127.233,599.3820000000001,0.21227364185110661,585193.0,21.742057748469307,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,05-09,05-09,5.0,10.0,37.386,599.3820000000001,0.06237424547283702,580368.0,6.44177487387313,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,10-14,10-14,10.0,15.0,42.813,599.3820000000001,0.07142857142857142,534038.0,8.016845243222392,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,15-19,15-19,15.0,20.0,61.50599999999999,599.3820000000001,0.10261569416498992,524855.0,11.718665155138083,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,20-29,20-29,20.0,30.0,76.581,599.3820000000001,0.12776659959758552,1333089.0,5.7446277030265795,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,30-39,30-39,30.0,40.0,74.772,599.3820000000001,0.12474849094567404,1220694.0,6.125368028351086,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,40-49,40-49,40.0,50.0,79.596,599.3820000000001,0.1327967806841046,1317613.0,6.040924004241003,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,50-59,50-59,50.0,60.0,37.386,599.3820000000001,0.06237424547283702,1213006.0,3.08209522459081,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,60-69,60-69,60.0,70.0,36.783,599.3820000000001,0.06136820925553319,1154341.0,3.1864934191889573,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,70-79,70-79,70.0,80.0,18.693,599.3820000000001,0.03118712273641851,835484.0,2.237385754843899,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2015,SE,80+,80+,80.0,inf,6.633,599.3820000000001,0.011066398390342052,500803.0,1.3244728965281758,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2016,SE,00-04,00-04,0.0,5.0,126.973,676.284,0.18775100401606426,591634.0,21.461410263777946,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2016,SE,05-09,05-09,5.0,10.0,46.851000000000006,676.284,0.06927710843373495,594988.0,7.874276455995752,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2016,SE,10-14,10-14,10.0,15.0,72.65299999999998,676.284,0.10742971887550197,552459.0,13.150840152843918,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2016,SE,15-19,15-19,15.0,20.0,61.789,676.284,0.09136546184738956,526043.0,11.745997950737868,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
