iso3,country_name,who_region,year,vaccine_code,VACCINE_DESCRIPTION,SCHEDULEROUNDS,target_population_code,target_population,GEOAREA,age_administered,SOURCECOMMENT,VACCINEDESCRIPTION,VACCINEDESCRIPTIONSHORT,DISEASECODE,DISEASEDESCRIPTION,SCHEDULERCODE,source_type
GBR,United Kingdom of Great Britain and Northern Ireland,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,"Wales - Pregnant women. From 16 weeks gestation. From 1st July 2024,  vaccine changed from dTaP/IPV (Boostrix-IPV® or Repevax®) to a tetanus,  diphtheria and pertussis (Tdap) vaccine called ADACEL®: https://phw.nhs.wales/topics/immunisation-and-vaccines/vaccines-professionals/pertussis-whooping-cough-vaccination-information-for-health-professionals/pertussis-in-pregnancy-visual-aid-a4-pdf/","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
GBR,United Kingdom of Great Britain and Northern Ireland,EURO,2024,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",1,PW,Pregnant women,NATIONAL,,Pregnant women. From 16 weeks gestation. To change to Tdap in 2024.,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",Tdap-IPV,PERTUSSIS,Pertussis,aP,measured
GBR,United Kingdom of Great Britain and Northern Ireland,EURO,2024,DTAPIPV,DTaP-IPV (acellular) vaccine,1,B_2YL_F,General/routine,NATIONAL,M40,,DTaP-IPV (acellular) vaccine,DTaP-IPV,PERTUSSIS,Pertussis,aP,measured
GBR,United Kingdom of Great Britain and Northern Ireland,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,W8,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
GBR,United Kingdom of Great Britain and Northern Ireland,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,W12,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
GBR,United Kingdom of Great Britain and Northern Ireland,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,W16,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
JPN,Japan,WPRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
JPN,Japan,WPRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M3,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
JPN,Japan,WPRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M4,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
JPN,Japan,WPRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,Y1,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,NATIONAL,Y65,"Y45 dose is for persons who have not had 4 previous tetanus vaccines, Y65 for all adults, and for pregnancy between 28 and 38 weeks' gestation","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,Pregnancy between 28 and 38 weeks' gestation,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,RISKGROUPS,Risk group(s),NATIONAL,Y45,"Y45 dose is for persons who have not had 4 previous tetanus vaccines, Y65 for all adults, and for pregnancy between 28 and 38 weeks' gestation","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,B_ADO_W,General/routine,NATIONAL,Y11-Y13,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,W6,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,RISKGROUPS,Risk group(s),NATIONAL,,"Revaccination for children aged <10y post HSCT or chemotherapy, pre- or post-splenectomy, pre- or post solid organ transplant, dialysis, or other severely immunosuppressive regimens",DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,DTAPIPV,DTaP-IPV (acellular) vaccine,1,RISKGROUPS,Risk group(s),NATIONAL,,"for children who have previously had meningococcal disease of any group, patients pre- or post-splenectomy or with functional asplenia, HIV infection, complement deficiency, pre- or post-solid organ transplant or HSCT, following immunosuppression, and close contacts of meningococcal cases",DTaP-IPV (acellular) vaccine,DTaP-IPV,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M3,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M5,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
NZL,New Zealand,WPRO,2024,DTAPIPV,DTaP-IPV (acellular) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y4,,DTaP-IPV (acellular) vaccine,DTaP-IPV,PERTUSSIS,Pertussis,aP,measured
SWE,Sweden,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,"Pregnant women, from week 16","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
SWE,Sweden,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,B_ADO_W,General/routine,NATIONAL,Y14-Y16,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
SWE,Sweden,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M3,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
SWE,Sweden,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M5,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
SWE,Sweden,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M12,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
SWE,Sweden,EURO,2024,DTAPIPV,DTaP-IPV (acellular) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y5,,DTaP-IPV (acellular) vaccine,DTaP-IPV,PERTUSSIS,Pertussis,aP,measured
THA,Thailand,SEARO,2024,AP,aP (acellular pertussis) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,12-20 weeks Pregnant women,aP (acellular pertussis) vaccine,aP,PERTUSSIS,Pertussis,aP,measured
THA,Thailand,SEARO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,M2,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
THA,Thailand,SEARO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,M4,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
THA,Thailand,SEARO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,M6,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
THA,Thailand,SEARO,2024,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,Y1.5,,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
THA,Thailand,SEARO,2024,DTWP,DTwP (Whole cell) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y4,,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
USA,United States of America,AMRO,2023,DTAP,DTaP (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-HepB-IPV (acellular) vaccine,DTaP-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP-HepB-IPV (acellular) vaccine,DTaP-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAP,DTaP (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAP,DTaP (acellular) vaccine,3,,General/routine,NATIONAL,M6,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M6,,DTaP-HepB-IPV (acellular) vaccine,DTaP-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAP,DTaP (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M15,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAP,DTaP (acellular) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y4,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,NATIONAL,Y21,"Can be substituded for Td vaccine for adults (Y21, +Y10)","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,B_ADO_W,General/routine,NATIONAL,Y11-Y12,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,every pregnancy for women,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2,ADULTS,Adults,NATIONAL,+Y10,"Can be substituded for Td vaccine for adults (Y21, +Y10)","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,1,B_CHILD_W,General/routine,NATIONAL,Y4,,DTaP-IPV (acellular) vaccine,DTaP-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M6,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M6,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
USA,United States of America,AMRO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M15,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
ZAF,South Africa,AFRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,"Pregnant women, during pregnancy","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
ZAF,South Africa,AFRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y6,6 and 12 year population,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
ZAF,South Africa,AFRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,B_ADO_W,General/routine,NATIONAL,Y12,6 and 12 year population,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
ZAF,South Africa,AFRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,W6,Under 2 year population,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
ZAF,South Africa,AFRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,W10,Under 2 year population,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
ZAF,South Africa,AFRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,W14,Under 2 year population,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
ZAF,South Africa,AFRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,Under 2 year population,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
