country,contactdata_country,data_source,location,source_age_bin,target_age_bin,contacts_per_day
Australia,Australia,2017,all,"[15,20)","[40,45)",1.0794933364005794
Australia,Australia,2017,all,"[15,20)","[45,50)",1.0845026451607884
Australia,Australia,2017,all,"[15,20)","[50,55)",0.5518539231953155
Australia,Australia,2017,all,"[15,20)","[55,60)",0.21646427493208822
Australia,Australia,2017,all,"[15,20)","[60,65)",0.08905794344650607
Australia,Australia,2017,all,"[15,20)","[65,70)",0.06447881938354559
Australia,Australia,2017,all,"[15,20)","[70,75)",0.03203804470124249
Australia,Australia,2017,all,"[15,20)","[75,80)",0.020946066216436028
Australia,Australia,2017,all,"[20,25)","[00,05)",0.25851219624503363
Australia,Australia,2017,all,"[20,25)","[05,10)",0.20606748563901217
Australia,Australia,2017,all,"[20,25)","[10,15)",0.3456545431089108
Australia,Australia,2017,all,"[20,25)","[15,20)",2.6761082511229235
Australia,Australia,2017,all,"[20,25)","[20,25)",4.408012062052986
Australia,Australia,2017,all,"[20,25)","[25,30)",1.8996282032861567
Australia,Australia,2017,all,"[20,25)","[30,35)",1.2046264968441125
Australia,Australia,2017,all,"[20,25)","[35,40)",1.095513927879467
Australia,Australia,2017,all,"[20,25)","[40,45)",0.9760728901285993
Australia,Australia,2017,all,"[20,25)","[45,50)",1.2105715895327258
Australia,Australia,2017,all,"[20,25)","[50,55)",0.8364785620067366
Australia,Australia,2017,all,"[20,25)","[55,60)",0.4023891709672287
Australia,Australia,2017,all,"[20,25)","[60,65)",0.11050594314396403
Australia,Australia,2017,all,"[20,25)","[65,70)",0.05809951314825336
Australia,Australia,2017,all,"[20,25)","[70,75)",0.05662629049662945
Australia,Australia,2017,all,"[20,25)","[75,80)",0.04364773919550694
Australia,Australia,2017,all,"[25,30)","[00,05)",0.6218410612420038
Australia,Australia,2017,all,"[25,30)","[05,10)",0.31653627460139205
Australia,Australia,2017,all,"[25,30)","[10,15)",0.2445664379283014
Australia,Australia,2017,all,"[25,30)","[15,20)",0.9210879540118375
Australia,Australia,2017,all,"[25,30)","[20,25)",2.212078892520999
Australia,Australia,2017,all,"[25,30)","[25,30)",3.7350424957077206
Australia,Australia,2017,all,"[25,30)","[30,35)",1.8496974317655268
Australia,Australia,2017,all,"[25,30)","[35,40)",1.4272704840512476
Australia,Australia,2017,all,"[25,30)","[40,45)",1.2162727562971944
Australia,Australia,2017,all,"[25,30)","[45,50)",0.9895535236266501
Australia,Australia,2017,all,"[25,30)","[50,55)",0.9716391812871397
Australia,Australia,2017,all,"[25,30)","[55,60)",0.4852218731437977
Australia,Australia,2017,all,"[25,30)","[60,65)",0.15018731194791746
Australia,Australia,2017,all,"[25,30)","[65,70)",0.0680883773590866
Australia,Australia,2017,all,"[25,30)","[70,75)",0.03237364218636442
Australia,Australia,2017,all,"[25,30)","[75,80)",0.023307287981721866
Australia,Australia,2017,all,"[30,35)","[00,05)",0.848990384365738
Australia,Australia,2017,all,"[30,35)","[05,10)",0.9412760296389002
Australia,Australia,2017,all,"[30,35)","[10,15)",0.6931450989514902
Australia,Australia,2017,all,"[30,35)","[15,20)",0.5169141056223535
Australia,Australia,2017,all,"[30,35)","[20,25)",1.0535800610992376
Australia,Australia,2017,all,"[30,35)","[25,30)",1.7870739379908502
Australia,Australia,2017,all,"[30,35)","[30,35)",2.900238991683128
Australia,Australia,2017,all,"[30,35)","[35,40)",1.8306481295879844
Australia,Australia,2017,all,"[30,35)","[40,45)",1.3865032447669294
Australia,Australia,2017,all,"[30,35)","[45,50)",1.06289058629102
Australia,Australia,2017,all,"[30,35)","[50,55)",0.8193778587096289
Australia,Australia,2017,all,"[30,35)","[55,60)",0.5491933076907537
Australia,Australia,2017,all,"[30,35)","[60,65)",0.2194091781649282
Australia,Australia,2017,all,"[30,35)","[65,70)",0.10828482465561164
Australia,Australia,2017,all,"[30,35)","[70,75)",0.04870899711376932
Australia,Australia,2017,all,"[30,35)","[75,80)",0.04352847904430356
Australia,Australia,2017,all,"[35,40)","[00,05)",0.7598527221139431
Australia,Australia,2017,all,"[35,40)","[05,10)",1.1198357044540845
Australia,Australia,2017,all,"[35,40)","[10,15)",0.8863774026985973
Australia,Australia,2017,all,"[35,40)","[15,20)",0.7769157929407586
Australia,Australia,2017,all,"[35,40)","[20,25)",0.7542977901932458
Australia,Australia,2017,all,"[35,40)","[25,30)",1.3723050411906568
Australia,Australia,2017,all,"[35,40)","[30,35)",1.680743045897123
Australia,Australia,2017,all,"[35,40)","[35,40)",2.925213344098074
Australia,Australia,2017,all,"[35,40)","[40,45)",1.9481820275222552
Australia,Australia,2017,all,"[35,40)","[45,50)",1.2328140334409907
Australia,Australia,2017,all,"[35,40)","[50,55)",0.8843284609749109
Australia,Australia,2017,all,"[35,40)","[55,60)",0.4638177358970761
Australia,Australia,2017,all,"[35,40)","[60,65)",0.25540842015685206
Australia,Australia,2017,all,"[35,40)","[65,70)",0.1729883829784033
Australia,Australia,2017,all,"[35,40)","[70,75)",0.08841179219385781
Australia,Australia,2017,all,"[35,40)","[75,80)",0.0338200312877936
Australia,Australia,2017,all,"[40,45)","[00,05)",0.3802692967717514
Australia,Australia,2017,all,"[40,45)","[05,10)",0.7882021503423556
Australia,Australia,2017,all,"[40,45)","[10,15)",1.108822815858659
Australia,Australia,2017,all,"[40,45)","[15,20)",1.2018718628820697
Australia,Australia,2017,all,"[40,45)","[20,25)",0.9322488462019741
Australia,Australia,2017,all,"[40,45)","[25,30)",1.2190037465168535
Australia,Australia,2017,all,"[40,45)","[30,35)",1.530944970753135
Australia,Australia,2017,all,"[40,45)","[35,40)",1.7669756777430587
Australia,Australia,2017,all,"[40,45)","[40,45)",2.72029782310627
Australia,Australia,2017,all,"[40,45)","[45,50)",1.58046004247435
Australia,Australia,2017,all,"[40,45)","[50,55)",1.0805847856155688
Australia,Australia,2017,all,"[40,45)","[55,60)",0.3929828072120303
Australia,Australia,2017,all,"[40,45)","[60,65)",0.2032772214512292
Australia,Australia,2017,all,"[40,45)","[65,70)",0.13483127217435237
Australia,Australia,2017,all,"[40,45)","[70,75)",0.08333241042919473
Australia,Australia,2017,all,"[40,45)","[75,80)",0.037480259372539904
Australia,Australia,2017,all,"[45,50)","[00,05)",0.3380606031861456
Australia,Australia,2017,all,"[45,50)","[05,10)",0.5545414051811227
Australia,Australia,2017,all,"[45,50)","[10,15)",0.7722049377996516
Australia,Australia,2017,all,"[45,50)","[15,20)",1.6211119428894856
Australia,Australia,2017,all,"[45,50)","[20,25)",0.8958534273740845
Australia,Australia,2017,all,"[45,50)","[25,30)",0.9794432890320841
Australia,Australia,2017,all,"[45,50)","[30,35)",1.181016713135313
Australia,Australia,2017,all,"[45,50)","[35,40)",1.3539643208167382
Australia,Australia,2017,all,"[45,50)","[40,45)",1.482609949409317
Australia,Australia,2017,all,"[45,50)","[45,50)",1.963465830902135
Australia,Australia,2017,all,"[45,50)","[50,55)",1.06360491198543
Australia,Australia,2017,all,"[45,50)","[55,60)",0.4702924545039634
Australia,Australia,2017,all,"[45,50)","[60,65)",0.15867342786676292
Australia,Australia,2017,all,"[45,50)","[65,70)",0.09401972040434597
Australia,Australia,2017,all,"[45,50)","[70,75)",0.07397303735321602
Australia,Australia,2017,all,"[45,50)","[75,80)",0.06267462007137753
Australia,Australia,2017,all,"[50,55)","[00,05)",0.30804192044684947
Australia,Australia,2017,all,"[50,55)","[05,10)",0.6655371999749073
Australia,Australia,2017,all,"[50,55)","[10,15)",0.9973295987233198
Australia,Australia,2017,all,"[50,55)","[15,20)",1.381474806730194
Australia,Australia,2017,all,"[50,55)","[20,25)",1.0541724650715583
Australia,Australia,2017,all,"[50,55)","[25,30)",1.3323256789215387
Australia,Australia,2017,all,"[50,55)","[30,35)",1.1810506455822076
Australia,Australia,2017,all,"[50,55)","[35,40)",1.1704631328664372
Australia,Australia,2017,all,"[50,55)","[40,45)",1.5558430897010478
Australia,Australia,2017,all,"[50,55)","[45,50)",1.6956255932786046
Australia,Australia,2017,all,"[50,55)","[50,55)",1.8409733645370774
Australia,Australia,2017,all,"[50,55)","[55,60)",0.8149897637445517
Australia,Australia,2017,all,"[50,55)","[60,65)",0.27350921520324045
Australia,Australia,2017,all,"[50,55)","[65,70)",0.13407272021166736
Australia,Australia,2017,all,"[50,55)","[70,75)",0.08243228450304557
Australia,Australia,2017,all,"[50,55)","[75,80)",0.06899791150771284
Australia,Australia,2017,all,"[55,60)","[00,05)",0.556963699208158
Australia,Australia,2017,all,"[55,60)","[05,10)",0.7636254615702982
Australia,Australia,2017,all,"[55,60)","[10,15)",0.7639817213456024
Australia,Australia,2017,all,"[55,60)","[15,20)",0.9299058830385569
Australia,Australia,2017,all,"[55,60)","[20,25)",0.7402989053715339
Australia,Australia,2017,all,"[55,60)","[25,30)",1.1838809211435422
Australia,Australia,2017,all,"[55,60)","[30,35)",1.2210345806049663
Australia,Australia,2017,all,"[55,60)","[35,40)",0.9653311064421777
Australia,Australia,2017,all,"[55,60)","[40,45)",1.0850084165085723
Australia,Australia,2017,all,"[55,60)","[45,50)",0.9070789848766025
Australia,Australia,2017,all,"[55,60)","[50,55)",1.1260129487933983
Australia,Australia,2017,all,"[55,60)","[55,60)",1.425732330943036
Australia,Australia,2017,all,"[55,60)","[60,65)",0.4920246518542054
Australia,Australia,2017,all,"[55,60)","[65,70)",0.23026563408090003
Australia,Australia,2017,all,"[55,60)","[70,75)",0.09948165295470433
Australia,Australia,2017,all,"[55,60)","[75,80)",0.07064394401433446
Australia,Australia,2017,all,"[60,65)","[00,05)",0.5224447583272308
Australia,Australia,2017,all,"[60,65)","[05,10)",0.49262683346330327
Australia,Australia,2017,all,"[60,65)","[10,15)",0.37282881611007795
Australia,Australia,2017,all,"[60,65)","[15,20)",0.5186004363409993
Australia,Australia,2017,all,"[60,65)","[20,25)",0.4242499520220473
Australia,Australia,2017,all,"[60,65)","[25,30)",0.6333204513606892
Australia,Australia,2017,all,"[60,65)","[30,35)",0.7411084145263173
Australia,Australia,2017,all,"[60,65)","[35,40)",0.7750611974909696
Australia,Australia,2017,all,"[60,65)","[40,45)",0.5967635789705389
Australia,Australia,2017,all,"[60,65)","[45,50)",0.4739930904412187
Australia,Australia,2017,all,"[60,65)","[50,55)",0.4878664148399516
Australia,Australia,2017,all,"[60,65)","[55,60)",0.6551659525597151
Australia,Australia,2017,all,"[60,65)","[60,65)",1.0703066274856905
Australia,Australia,2017,all,"[60,65)","[65,70)",0.4239836998205023
Australia,Australia,2017,all,"[60,65)","[70,75)",0.20537338145441136
Australia,Australia,2017,all,"[60,65)","[75,80)",0.08138253017034656
Australia,Australia,2017,all,"[65,70)","[00,05)",0.3445419810520448
Australia,Australia,2017,all,"[65,70)","[05,10)",0.521109132969399
Australia,Australia,2017,all,"[65,70)","[10,15)",0.43256338804654937
Australia,Australia,2017,all,"[65,70)","[15,20)",0.25258060864257226
Australia,Australia,2017,all,"[65,70)","[20,25)",0.3163118806267875
Australia,Australia,2017,all,"[65,70)","[25,30)",0.4507931215906635
Australia,Australia,2017,all,"[65,70)","[30,35)",0.6483522551804038
Australia,Australia,2017,all,"[65,70)","[35,40)",0.6509732389949399
Australia,Australia,2017,all,"[65,70)","[40,45)",0.6002340931585085
Australia,Australia,2017,all,"[65,70)","[45,50)",0.34646787221375264
Australia,Australia,2017,all,"[65,70)","[50,55)",0.3874475356200647
Australia,Australia,2017,all,"[65,70)","[55,60)",0.48094504939843635
Australia,Australia,2017,all,"[65,70)","[60,65)",0.5433330726370929
Australia,Australia,2017,all,"[65,70)","[65,70)",1.052128752702767
Australia,Australia,2017,all,"[65,70)","[70,75)",0.2802592066053296
Australia,Australia,2017,all,"[65,70)","[75,80)",0.11303336577449316
Australia,Australia,2017,all,"[70,75)","[00,05)",0.14627236147790942
Australia,Australia,2017,all,"[70,75)","[05,10)",0.4186884370367835
Australia,Australia,2017,all,"[70,75)","[10,15)",0.3955556316297619
Australia,Australia,2017,all,"[70,75)","[15,20)",0.39570587630076104
Australia,Australia,2017,all,"[70,75)","[20,25)",0.17624304655251988
Australia,Australia,2017,all,"[70,75)","[25,30)",0.2994603584042465
Australia,Australia,2017,all,"[70,75)","[30,35)",0.2929161838044298
Australia,Australia,2017,all,"[70,75)","[35,40)",0.5166214520044157
Australia,Australia,2017,all,"[70,75)","[40,45)",0.5709984160241917
Australia,Australia,2017,all,"[70,75)","[45,50)",0.44404048871959634
Australia,Australia,2017,all,"[70,75)","[50,55)",0.3564452497177397
Australia,Australia,2017,all,"[70,75)","[55,60)",0.2985694220096672
Australia,Australia,2017,all,"[70,75)","[60,65)",0.5209280850327878
Australia,Australia,2017,all,"[70,75)","[65,70)",0.5705875246352623
Australia,Australia,2017,all,"[70,75)","[70,75)",0.7730247021104553
Australia,Australia,2017,all,"[70,75)","[75,80)",0.23736838961593296
Australia,Australia,2017,all,"[75,80)","[00,05)",0.25724739320596995
Australia,Australia,2017,all,"[75,80)","[05,10)",0.3486829996830255
Australia,Australia,2017,all,"[75,80)","[10,15)",0.5162161439691131
Australia,Australia,2017,all,"[75,80)","[15,20)",0.41510112507637265
Australia,Australia,2017,all,"[75,80)","[20,25)",0.159272677780806
Australia,Australia,2017,all,"[75,80)","[25,30)",0.18121958943599287
Australia,Australia,2017,all,"[75,80)","[30,35)",0.27389785943643435
Australia,Australia,2017,all,"[75,80)","[35,40)",0.37061075893710926
Australia,Australia,2017,all,"[75,80)","[40,45)",0.4251081769955566
Australia,Australia,2017,all,"[75,80)","[45,50)",0.4280023058955619
Australia,Australia,2017,all,"[75,80)","[50,55)",0.4260833154039618
Australia,Australia,2017,all,"[75,80)","[55,60)",0.2593649418331474
Australia,Australia,2017,all,"[75,80)","[60,65)",0.18813713838853413
Australia,Australia,2017,all,"[75,80)","[65,70)",0.29840894271798823
Australia,Australia,2017,all,"[75,80)","[70,75)",0.2574689949625856
Australia,Australia,2017,all,"[75,80)","[75,80)",0.4100804270757011
Australia,Australia,2017,home,"[00,05)","[00,05)",0.6598679107956082
Australia,Australia,2017,home,"[00,05)","[05,10)",0.5039653023720554
Australia,Australia,2017,home,"[00,05)","[10,15)",0.214772978035646
Australia,Australia,2017,home,"[00,05)","[15,20)",0.09451015305905604
Australia,Australia,2017,home,"[00,05)","[20,25)",0.15807459307957716
Australia,Australia,2017,home,"[00,05)","[25,30)",0.3311938476350417
Australia,Australia,2017,home,"[00,05)","[30,35)",0.6172897138545483
Australia,Australia,2017,home,"[00,05)","[35,40)",0.6229904928087645
Australia,Australia,2017,home,"[00,05)","[40,45)",0.22986659209501364
Australia,Australia,2017,home,"[00,05)","[45,50)",0.07770891091804656
Australia,Australia,2017,home,"[00,05)","[50,55)",0.07212371713563935
Australia,Australia,2017,home,"[00,05)","[55,60)",0.03587276939766488
Australia,Australia,2017,home,"[00,05)","[60,65)",0.029785475779416464
Australia,Australia,2017,home,"[00,05)","[65,70)",0.009919626860287545
Australia,Australia,2017,home,"[00,05)","[70,75)",0.00424212505598254
Australia,Australia,2017,home,"[00,05)","[75,80)",0.006161956350397391
Australia,Australia,2017,home,"[05,10)","[00,05)",0.3147768794114957
Australia,Australia,2017,home,"[05,10)","[05,10)",0.8954600146219799
Australia,Australia,2017,home,"[05,10)","[10,15)",0.41246579119082566
Australia,Australia,2017,home,"[05,10)","[15,20)",0.12892553273315727
Australia,Australia,2017,home,"[05,10)","[20,25)",0.039332998502761965
Australia,Australia,2017,home,"[05,10)","[25,30)",0.14958801622136908
Australia,Australia,2017,home,"[05,10)","[30,35)",0.4313382369895209
Australia,Australia,2017,home,"[05,10)","[35,40)",0.6249450973574151
Australia,Australia,2017,home,"[05,10)","[40,45)",0.47687293502852246
Australia,Australia,2017,home,"[05,10)","[45,50)",0.1624934618912968
Australia,Australia,2017,home,"[05,10)","[50,55)",0.04999797089392438
Australia,Australia,2017,home,"[05,10)","[55,60)",0.02961899777038316
Australia,Australia,2017,home,"[05,10)","[60,65)",0.01672634240721301
Australia,Australia,2017,home,"[05,10)","[65,70)",0.009524495024263746
Australia,Australia,2017,home,"[05,10)","[70,75)",0.004178192655833305
Australia,Australia,2017,home,"[05,10)","[75,80)",0.004356267475067627
Australia,Australia,2017,home,"[10,15)","[00,05)",0.1328214252981193
Australia,Australia,2017,home,"[10,15)","[05,10)",0.40507303774663456
Australia,Australia,2017,home,"[10,15)","[10,15)",1.4338885940627497
Australia,Australia,2017,home,"[10,15)","[15,20)",0.3988061563904032
Australia,Australia,2017,home,"[10,15)","[20,25)",0.05535466777121078
Australia,Australia,2017,home,"[10,15)","[25,30)",0.03424920115447738
Australia,Australia,2017,home,"[10,15)","[30,35)",0.11990833299948214
Australia,Australia,2017,home,"[10,15)","[35,40)",0.37530484962576344
Australia,Australia,2017,home,"[10,15)","[40,45)",0.5623578490371868
Australia,Australia,2017,home,"[10,15)","[45,50)",0.2713316728986589
Australia,Australia,2017,home,"[10,15)","[50,55)",0.07557929220176024
Australia,Australia,2017,home,"[10,15)","[55,60)",0.018716369063677286
Australia,Australia,2017,home,"[10,15)","[60,65)",0.014073951442039913
Australia,Australia,2017,home,"[10,15)","[65,70)",0.0104418788077206
Australia,Australia,2017,home,"[10,15)","[70,75)",0.007697757485304846
Australia,Australia,2017,home,"[10,15)","[75,80)",0.004157599106112313
Australia,Australia,2017,home,"[15,20)","[00,05)",0.06156424261666797
Australia,Australia,2017,home,"[15,20)","[05,10)",0.11636626440515736
Australia,Australia,2017,home,"[15,20)","[10,15)",0.4509726986520859
Australia,Australia,2017,home,"[15,20)","[15,20)",1.1951132697364495
Australia,Australia,2017,home,"[15,20)","[20,25)",0.18948060493296504
Australia,Australia,2017,home,"[15,20)","[25,30)",0.0418265185870043
Australia,Australia,2017,home,"[15,20)","[30,35)",0.025562692593450738
Australia,Australia,2017,home,"[15,20)","[35,40)",0.15873206006072868
Australia,Australia,2017,home,"[15,20)","[40,45)",0.35967814794234665
Australia,Australia,2017,home,"[15,20)","[45,50)",0.4646360261786512
Australia,Australia,2017,home,"[15,20)","[50,55)",0.21195109932690806
Australia,Australia,2017,home,"[15,20)","[55,60)",0.047125598860014016
Australia,Australia,2017,home,"[15,20)","[60,65)",0.019890149708700986
Australia,Australia,2017,home,"[15,20)","[65,70)",0.011908087874694835
Australia,Australia,2017,home,"[15,20)","[70,75)",0.004919142980182236
Australia,Australia,2017,home,"[15,20)","[75,80)",0.0030736679361490146
Australia,Australia,2017,home,"[20,25)","[00,05)",0.14102211756759991
Australia,Australia,2017,home,"[20,25)","[05,10)",0.06464163474675173
Australia,Australia,2017,home,"[20,25)","[10,15)",0.08354705719361684
Australia,Australia,2017,home,"[20,25)","[15,20)",0.40224284669188276
Australia,Australia,2017,home,"[20,25)","[20,25)",1.192193114345838
Australia,Australia,2017,home,"[20,25)","[25,30)",0.24800107210403186
Australia,Australia,2017,home,"[20,25)","[30,35)",0.046675821813220046
Australia,Australia,2017,home,"[20,25)","[35,40)",0.022215710536328006
Australia,Australia,2017,home,"[20,25)","[40,45)",0.13973930536196005
Australia,Australia,2017,home,"[20,25)","[45,50)",0.43590265241792536
Australia,Australia,2017,home,"[20,25)","[50,55)",0.28106307797361235
Australia,Australia,2017,home,"[20,25)","[55,60)",0.10392261158563447
Australia,Australia,2017,home,"[20,25)","[60,65)",0.020110325778316784
Australia,Australia,2017,home,"[20,25)","[65,70)",0.004025323508330289
Australia,Australia,2017,home,"[20,25)","[70,75)",0.005358871802342979
Australia,Australia,2017,home,"[20,25)","[75,80)",0.003697144015926396
Australia,Australia,2017,home,"[25,30)","[00,05)",0.4251557440238603
Australia,Australia,2017,home,"[25,30)","[05,10)",0.13725782244654797
Australia,Australia,2017,home,"[25,30)","[10,15)",0.043092151970879185
Australia,Australia,2017,home,"[25,30)","[15,20)",0.08333648504992723
Australia,Australia,2017,home,"[25,30)","[20,25)",0.27788842147397286
Australia,Australia,2017,home,"[25,30)","[25,30)",1.0898312465399107
Australia,Australia,2017,home,"[25,30)","[30,35)",0.2273177788232947
Australia,Australia,2017,home,"[25,30)","[35,40)",0.041119266881214867
Australia,Australia,2017,home,"[25,30)","[40,45)",0.020859714377730383
Australia,Australia,2017,home,"[25,30)","[45,50)",0.07633656233768232
Australia,Australia,2017,home,"[25,30)","[50,55)",0.20813275701221182
Australia,Australia,2017,home,"[25,30)","[55,60)",0.10644470732067665
Australia,Australia,2017,home,"[25,30)","[60,65)",0.04340361509712439
Australia,Australia,2017,home,"[25,30)","[65,70)",0.010787606037940278
Australia,Australia,2017,home,"[25,30)","[70,75)",0.0015256972034706434
Australia,Australia,2017,home,"[25,30)","[75,80)",0.0068168010498512
Australia,Australia,2017,home,"[30,35)","[00,05)",0.6325636915506395
Australia,Australia,2017,home,"[30,35)","[05,10)",0.5297877417233043
Australia,Australia,2017,home,"[30,35)","[10,15)",0.2218064926326093
Australia,Australia,2017,home,"[30,35)","[15,20)",0.04173029143099336
Australia,Australia,2017,home,"[30,35)","[20,25)",0.06419450290301326
Australia,Australia,2017,home,"[30,35)","[25,30)",0.2258380480508928
Australia,Australia,2017,home,"[30,35)","[30,35)",0.9363373512115895
Australia,Australia,2017,home,"[30,35)","[35,40)",0.23653633169980273
Australia,Australia,2017,home,"[30,35)","[40,45)",0.07150544190082067
Australia,Australia,2017,home,"[30,35)","[45,50)",0.02237739830070625
Australia,Australia,2017,home,"[30,35)","[50,55)",0.04078396737198279
Australia,Australia,2017,home,"[30,35)","[55,60)",0.06223832233930144
Australia,Australia,2017,home,"[30,35)","[60,65)",0.059047267139578016
Australia,Australia,2017,home,"[30,35)","[65,70)",0.010582930330780662
Australia,Australia,2017,home,"[30,35)","[70,75)",0.005422528249364679
Australia,Australia,2017,home,"[30,35)","[75,80)",0.0035937383651322334
Australia,Australia,2017,home,"[35,40)","[00,05)",0.5338183942331632
Australia,Australia,2017,home,"[35,40)","[05,10)",0.7639520533431228
Australia,Australia,2017,home,"[35,40)","[10,15)",0.5645920138916445
Australia,Australia,2017,home,"[35,40)","[15,20)",0.2084673108899421
Australia,Australia,2017,home,"[35,40)","[20,25)",0.031192310653972665
Australia,Australia,2017,home,"[35,40)","[25,30)",0.04085866859973557
Australia,Australia,2017,home,"[35,40)","[30,35)",0.16445858523008083
Australia,Australia,2017,home,"[35,40)","[35,40)",0.9472280262736325
Australia,Australia,2017,home,"[35,40)","[40,45)",0.17417466533352863
Australia,Australia,2017,home,"[35,40)","[45,50)",0.04203750085841373
Australia,Australia,2017,home,"[35,40)","[50,55)",0.025259553449327236
Australia,Australia,2017,home,"[35,40)","[55,60)",0.018570867904609805
Australia,Australia,2017,home,"[35,40)","[60,65)",0.03281662184732536
Australia,Australia,2017,home,"[35,40)","[65,70)",0.019280514301168394
Australia,Australia,2017,home,"[35,40)","[70,75)",0.0094480393589112
Australia,Australia,2017,home,"[35,40)","[75,80)",0.002791958693004068
Australia,Australia,2017,home,"[40,45)","[00,05)",0.2414852865355436
Australia,Australia,2017,home,"[40,45)","[05,10)",0.535246817744383
Australia,Australia,2017,home,"[40,45)","[10,15)",0.7266033721894486
Australia,Australia,2017,home,"[40,45)","[15,20)",0.44772922328283404
Australia,Australia,2017,home,"[40,45)","[20,25)",0.10994546165997462
Australia,Australia,2017,home,"[40,45)","[25,30)",0.03453991162698646
Australia,Australia,2017,home,"[40,45)","[30,35)",0.07709015313466891
Australia,Australia,2017,home,"[40,45)","[35,40)",0.18113731572587136
Australia,Australia,2017,home,"[40,45)","[40,45)",0.7720820886828953
Australia,Australia,2017,home,"[40,45)","[45,50)",0.16217031876611757
Australia,Australia,2017,home,"[40,45)","[50,55)",0.03718708182563806
Australia,Australia,2017,home,"[40,45)","[55,60)",0.00744344948020314
Australia,Australia,2017,home,"[40,45)","[60,65)",0.021397179282303586
Australia,Australia,2017,home,"[40,45)","[65,70)",0.02512030548469905
