country,strategy,bootstrap_replicates,reduction_q025,reduction_q975,reduction_q95_width,reduction_q025_mcse,reduction_q975_mcse,maximum_endpoint_mcse,tail_probability_mcse,expected_replicates_per_2.5pct_tail
New_Zealand,maternal_immunization,1024,0.011426334396248843,0.7003594642887018,0.6889331298924529,0.0029161397784984422,0.011617582417259882,0.011617582417259882,0.004878904686248749,25.6
New_Zealand,pregnancy_tdap_scaleup,1024,0.011124765970383707,0.07916354042698562,0.0680387744566019,9.10883593330436e-05,0.002252339969582384,0.002252339969582384,0.004878904686248749,25.6
New_Zealand,targeted_pep_high_risk,1024,-0.00254660781914282,0.2975054753393834,0.3000520831585262,0.0008339676964687964,0.000983935468074046,0.000983935468074046,0.004878904686248749,25.6
New_Zealand,timeliness_only,1024,0.130418155340958,0.910189933049053,0.779771777708095,0.0033622991926182,0.0016755676999392081,0.0033622991926182,0.004878904686248749,25.6
Sweden,adolescent_booster,1023,-0.00012479944746419667,0.06314836642409953,0.06327316587156373,7.937678073734567e-05,0.00446386424988853,0.00446386424988853,0.004881288710181028,25.575000000000003
Sweden,cocooning_adjunct,1023,0.0016823541901909767,0.6289427945584385,0.6272604403682475,0.0007385244785496651,0.023187607049448687,0.023187607049448687,0.004881288710181028,25.575000000000003
Sweden,maternal_immunization,1023,0.015881224245187037,0.6440104462351868,0.6281292219899998,0.0008121323549314976,0.021579959844343025,0.021579959844343025,0.004881288710181028,25.575000000000003
Sweden,pregnancy_tdap_scaleup,1023,0.011105225854761985,0.0579445379283498,0.04683931207358781,0.0004295398207652305,0.0005001126344105143,0.0005001126344105143,0.004881288710181028,25.575000000000003
Sweden,targeted_pep_high_risk,1023,0.0013246162331085444,0.24752542517978313,0.2462008089466746,0.0018350898388091192,0.005802621388967465,0.005802621388967465,0.004881288710181028,25.575000000000003
Sweden,timeliness_only,1023,0.056523836862908884,0.8309231977004211,0.7743993608375123,0.0021483084372300653,0.018962659660836562,0.018962659660836562,0.004881288710181028,25.575000000000003
Thailand,adolescent_booster,1022,-0.00022033922975027702,0.3637371709439756,0.3639575101737259,0.00011273305767353921,0.006446891658142839,0.006446891658142839,0.004883676232314583,25.55
Thailand,cocooning_adjunct,1022,0.003054280749447633,0.4617414154215361,0.4586871346720885,1.157120657046236e-05,0.019210768794891437,0.019210768794891437,0.004883676232314583,25.55
Thailand,maternal_immunization,1022,0.03746318307520593,0.4752161360678253,0.4377529529926194,0.001237130632062012,0.021057104124564265,0.021057104124564265,0.004883676232314583,25.55
Thailand,pregnancy_tdap_scaleup,1022,0.013641492781072583,0.09049674063115384,0.07685524785008126,0.00028234918013971233,0.0011955101279601376,0.0011955101279601376,0.004883676232314583,25.55
Thailand,targeted_pep_high_risk,1022,-0.0030573488768462997,0.20108049734298325,0.20413784621982956,0.0017778667197472663,0.003965644097093661,0.003965644097093661,0.004883676232314583,25.55
Thailand,timeliness_only,1022,0.1174998455183525,0.4706053672021288,0.3531055216837763,0.0019790598541049266,0.01638559199333128,0.01638559199333128,0.004883676232314583,25.55
United_Kingdom,adolescent_booster,1022,-0.002264842666184913,0.9250066715570995,0.9272715142232844,0.0002106025162548796,0.0005822021122650222,0.0005822021122650222,0.004883676232314583,25.55
United_Kingdom,cocooning_adjunct,1022,-0.00013463982311497327,0.870872411826529,0.871007051649644,0.0011940046224305544,0.0012127112465669108,0.0012127112465669108,0.004883676232314583,25.55
United_Kingdom,maternal_immunization,1022,0.017085910887123565,0.8770278951619704,0.8599419842748469,0.0014293542906350142,0.0005797821765470582,0.0014293542906350142,0.004883676232314583,25.55
United_Kingdom,pregnancy_tdap_scaleup,1022,0.009372023520624842,0.06340154021628172,0.05402951669565688,0.0002857388448524132,0.0018261783903420232,0.0018261783903420232,0.004883676232314583,25.55
United_Kingdom,targeted_pep_high_risk,1022,-0.0022565665950975474,0.3014606131079613,0.30371717970305884,0.0007909698773217052,0.00044625745247616047,0.0007909698773217052,0.004883676232314583,25.55
United_Kingdom,timeliness_only,1022,0.11229909154388348,0.7877930084507831,0.6754939169068996,0.0013982336559078014,0.00737088852407809,0.00737088852407809,0.004883676232314583,25.55
United_States,adolescent_booster,1024,-0.00012893908331820803,0.15289008629323028,0.1530190253765485,2.574046583972958e-05,0.0015761108574474869,0.0015761108574474869,0.004878904686248749,25.6
United_States,cocooning_adjunct,1024,0.003005622395830607,0.723041410607916,0.7200357882120855,9.693415512236687e-05,0.0006628778423538219,0.0006628778423538219,0.004878904686248749,25.6
United_States,maternal_immunization,1024,0.017105538806761526,0.7390353213978282,0.7219297825910667,0.0005968829925262513,0.00037455775806034076,0.0005968829925262513,0.004878904686248749,25.6
United_States,pregnancy_tdap_scaleup,1024,0.01144330343818441,0.05791625672764197,0.04647295328945755,0.00014947873867641307,0.00021875308033810143,0.00021875308033810143,0.004878904686248749,25.6
United_States,targeted_pep_high_risk,1024,0.0016584687959038424,0.2888741890252796,0.28721572022937575,0.0005534160714135723,0.0009222238777261812,0.0009222238777261812,0.004878904686248749,25.6
United_States,timeliness_only,1024,0.10938989125622187,0.8957697084712084,0.7863798172149865,0.004917313632751954,0.002844074071791907,0.004917313632751954,0.004878904686248749,25.6
