country,strategy,strategy_label,age_group,cases_averted_per_100k_aged_under_18,overall_cases_averted_per_100k_aged_under_18,age_group_sum_averted_per_100k_aged_under_18,component_sum_difference_per_100k,median_cases_averted_per_100k_aged_under_18,q25_cases_averted_per_100k_aged_under_18,q75_cases_averted_per_100k_aged_under_18
Australia,timeliness_only,Routine schedule timeliness,Adolescent,5.698983141400128,152.57424565469114,151.77886443026094,-0.7953812244302014,13.408138164727305,5.698983141400128,26.648697122888258
Australia,cocooning_adjunct,Close-contact adult adjuncts,Infant,4.940747553292972,4.262143324453973,4.2108505702783114,-0.05129275417566159,4.940747553292972,2.8621433754145125,6.251143853296631
Australia,cocooning_adjunct,Close-contact adult adjuncts,Children,-0.19711560985058643,4.262143324453973,4.2108505702783114,-0.05129275417566159,4.73210724043629,-0.19711560985058643,10.649677307393754
Australia,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,-0.5327813731640745,4.262143324453973,4.2108505702783114,-0.05129275417566159,0.524503949400817,-0.5327813731640745,7.34865831288373
Australia,maternal_immunization,Infant-exposure package,Infant,25.95125403189477,25.03503518983075,24.761968948508432,-0.2730662413223186,16.47149438222303,11.570654796170375,22.289785931662433
Australia,maternal_immunization,Infant-exposure package,Children,0.9743370803231518,25.03503518983075,24.761968948508432,-0.2730662413223186,7.056807642418881,0.9743370803231518,11.841361752010338
Australia,maternal_immunization,Infant-exposure package,Adolescent,-2.1636221637094915,25.03503518983075,24.761968948508432,-0.2730662413223186,0.2795110630772242,-2.1636221637094915,7.555055713400444
Brazil,adolescent_booster,Adolescent booster scale-up,Infant,0.7230228562865324,26.354185327906805,26.124207938689107,-0.22997738921769795,-0.0028495715748922536,-0.010267252359841298,0.033381926771128854
Brazil,adolescent_booster,Adolescent booster scale-up,Children,4.4207196756618545,26.354185327906805,26.124207938689107,-0.22997738921769795,4.579462339151477e-4,-0.04668667925142475,0.23326578591508207
Brazil,adolescent_booster,Adolescent booster scale-up,Adolescent,20.98046540674072,26.354185327906805,26.124207938689107,-0.22997738921769795,-0.1098116191373455,-0.13151213549068558,0.335379817565417
Brazil,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Infant,3.4335253346261427,5.2636380421124045,5.232318419153188,-0.03131962295921653,12.589939928057253,4.972527592479469,20.72560518490512
Brazil,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Children,1.2052059898062124,5.2636380421124045,5.232318419153188,-0.03131962295921653,1.2052059898062124,0.7381294984966297,5.004931305160067
Brazil,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Adolescent,0.5935870947208336,5.2636380421124045,5.232318419153188,-0.03131962295921653,0.23864102772660734,-0.20365589189149458,0.5935870947208336
Brazil,targeted_pep_high_risk,Targeted high-risk PEP,Infant,-2.5966196607332144,-29.916958641679287,-29.85599999805462,0.060958643624665854,2.59050328650614,1.8580173696085631,3.663302940607838
Brazil,targeted_pep_high_risk,Targeted high-risk PEP,Children,-12.348231879761098,-29.916958641679287,-29.85599999805462,0.060958643624665854,6.566048758937892,2.226775312147632,12.001565326422266
Brazil,targeted_pep_high_risk,Targeted high-risk PEP,Adolescent,-14.911148457560307,-29.916958641679287,-29.85599999805462,0.060958643624665854,1.8772264609040694,0.2465744121545304,4.10305081029637
Brazil,timeliness_only,Routine schedule timeliness,Infant,12.88879624486323,104.45913572115745,104.5830602723431,0.12392455118565238,40.19504223659523,13.258427446510106,46.36439750895068
Brazil,timeliness_only,Routine schedule timeliness,Children,55.43258084821906,104.45913572115745,104.5830602723431,0.12392455118565238,57.840078539003706,10.034084641622028,86.92721763652101
Brazil,timeliness_only,Routine schedule timeliness,Adolescent,36.261683179260814,104.45913572115745,104.5830602723431,0.12392455118565238,13.408138164727305,5.698983141400128,26.648697122888258
Brazil,cocooning_adjunct,Close-contact adult adjuncts,Infant,7.0863999015122685,52.28886442623093,52.298674753135444,0.009810326904514,4.940747553292972,2.8621433754145125,6.251143853296631
Brazil,cocooning_adjunct,Close-contact adult adjuncts,Children,25.74205385096698,52.28886442623093,52.298674753135444,0.009810326904514,4.73210724043629,-0.19711560985058643,10.649677307393754
Brazil,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,19.4702210006562,52.28886442623093,52.298674753135444,0.009810326904514,0.524503949400817,-0.5327813731640745,7.34865831288373
Brazil,maternal_immunization,Infant-exposure package,Infant,9.876827170158254,56.68312354909892,56.66785548384641,-0.015268065252513452,16.47149438222303,11.570654796170375,22.289785931662433
Brazil,maternal_immunization,Infant-exposure package,Children,26.793091921113113,56.68312354909892,56.66785548384641,-0.015268065252513452,7.056807642418881,0.9743370803231518,11.841361752010338
Brazil,maternal_immunization,Infant-exposure package,Adolescent,19.997936392575042,56.68312354909892,56.66785548384641,-0.015268065252513452,0.2795110630772242,-2.1636221637094915,7.555055713400444
China,adolescent_booster,Adolescent booster scale-up,Infant,-0.0028495715748922536,-0.09990286768606893,-0.09374179493720505,0.006161072748863877,-0.0028495715748922536,-0.010267252359841298,0.033381926771128854
China,adolescent_booster,Adolescent booster scale-up,Children,0.034823051855463936,-0.09990286768606893,-0.09374179493720505,0.006161072748863877,4.579462339151477e-4,-0.04668667925142475,0.23326578591508207
China,adolescent_booster,Adolescent booster scale-up,Adolescent,-0.12571527521777673,-0.09990286768606893,-0.09374179493720505,0.006161072748863877,-0.1098116191373455,-0.13151213549068558,0.335379817565417
China,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Infant,20.72560518490512,22.40700660318464,14.017983676961736,-8.389022926222905,12.589939928057253,4.972527592479469,20.72560518490512
China,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Children,-3.6032273713128,22.40700660318464,14.017983676961736,-8.389022926222905,1.2052059898062124,0.7381294984966297,5.004931305160067
China,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Adolescent,-3.104394136630583,22.40700660318464,14.017983676961736,-8.389022926222905,0.23864102772660734,-0.20365589189149458,0.5935870947208336
China,targeted_pep_high_risk,Targeted high-risk PEP,Infant,2.59050328650614,4.403988976072242,3.503293178208372,-0.9006957978638699,2.59050328650614,1.8580173696085631,3.663302940607838
China,targeted_pep_high_risk,Targeted high-risk PEP,Children,1.991946671366976,4.403988976072242,3.503293178208372,-0.9006957978638699,6.566048758937892,2.226775312147632,12.001565326422266
China,targeted_pep_high_risk,Targeted high-risk PEP,Adolescent,-1.0791567796647445,4.403988976072242,3.503293178208372,-0.9006957978638699,1.8772264609040694,0.2465744121545304,4.10305081029637
China,timeliness_only,Routine schedule timeliness,Infant,40.19504223659523,62.439855827683914,47.033338714227874,-15.40651711345604,40.19504223659523,13.258427446510106,46.36439750895068
China,timeliness_only,Routine schedule timeliness,Children,10.034084641622028,62.439855827683914,47.033338714227874,-15.40651711345604,57.840078539003706,10.034084641622028,86.92721763652101
China,timeliness_only,Routine schedule timeliness,Adolescent,-3.1957881639893815,62.439855827683914,47.033338714227874,-15.40651711345604,13.408138164727305,5.698983141400128,26.648697122888258
China,cocooning_adjunct,Close-contact adult adjuncts,Infant,2.8621433754145125,2.0900404288464642,0.892945448426548,-1.1970949804199162,4.940747553292972,2.8621433754145125,6.251143853296631
China,cocooning_adjunct,Close-contact adult adjuncts,Children,-1.3227236745764979,2.0900404288464642,0.892945448426548,-1.1970949804199162,4.73210724043629,-0.19711560985058643,10.649677307393754
China,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,-0.6464742524114666,2.0900404288464642,0.892945448426548,-1.1970949804199162,0.524503949400817,-0.5327813731640745,7.34865831288373
China,maternal_immunization,Infant-exposure package,Infant,23.090173823516743,23.926710904954007,14.541449875338975,-9.385261029615032,16.47149438222303,11.570654796170375,22.289785931662433
China,maternal_immunization,Infant-exposure package,Children,-4.856921953625825,23.926710904954007,14.541449875338975,-9.385261029615032,7.056807642418881,0.9743370803231518,11.841361752010338
China,maternal_immunization,Infant-exposure package,Adolescent,-3.6918019945519434,23.926710904954007,14.541449875338975,-9.385261029615032,0.2795110630772242,-2.1636221637094915,7.555055713400444
Japan,adolescent_booster,Adolescent booster scale-up,Infant,-0.08773699851937372,-2.064926400111972,-2.102067527976211,-0.03714112786423929,-0.0028495715748922536,-0.010267252359841298,0.033381926771128854
Japan,adolescent_booster,Adolescent booster scale-up,Children,-0.6005685989871046,-2.064926400111972,-2.102067527976211,-0.03714112786423929,4.579462339151477e-4,-0.04668667925142475,0.23326578591508207
Japan,adolescent_booster,Adolescent booster scale-up,Adolescent,-1.4137619304697329,-2.064926400111972,-2.102067527976211,-0.03714112786423929,-0.1098116191373455,-0.13151213549068558,0.335379817565417
Japan,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Infant,21.643276302715822,31.129165784313727,26.669244536340965,-4.459921247972762,12.589939928057253,4.972527592479469,20.72560518490512
Japan,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Children,5.004931305160067,31.129165784313727,26.669244536340965,-4.459921247972762,1.2052059898062124,0.7381294984966297,5.004931305160067
Japan,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Adolescent,0.021036928465074534,31.129165784313727,26.669244536340965,-4.459921247972762,0.23864102772660734,-0.20365589189149458,0.5935870947208336
Japan,targeted_pep_high_risk,Targeted high-risk PEP,Infant,3.5148852122326324,25.23812370555254,24.34666466116598,-0.8914590443865578,2.59050328650614,1.8580173696085631,3.663302940607838
Japan,targeted_pep_high_risk,Targeted high-risk PEP,Children,14.020822583780783,25.23812370555254,24.34666466116598,-0.8914590443865578,6.566048758937892,2.226775312147632,12.001565326422266
Japan,targeted_pep_high_risk,Targeted high-risk PEP,Adolescent,6.810956865152567,25.23812370555254,24.34666466116598,-0.8914590443865578,1.8772264609040694,0.2465744121545304,4.10305081029637
Japan,timeliness_only,Routine schedule timeliness,Infant,46.36439750895068,74.9663969477889,66.31230009032319,-8.654096857465703,40.19504223659523,13.258427446510106,46.36439750895068
Japan,timeliness_only,Routine schedule timeliness,Children,6.539764416645203,74.9663969477889,66.31230009032319,-8.654096857465703,57.840078539003706,10.034084641622028,86.92721763652101
Japan,timeliness_only,Routine schedule timeliness,Adolescent,13.408138164727305,74.9663969477889,66.31230009032319,-8.654096857465703,13.408138164727305,5.698983141400128,26.648697122888258
Japan,cocooning_adjunct,Close-contact adult adjuncts,Infant,0.6307433628700301,-12.906585919332201,-12.950141435778704,-0.04355551644650291,4.940747553292972,2.8621433754145125,6.251143853296631
Japan,cocooning_adjunct,Close-contact adult adjuncts,Children,-8.623784110983184,-12.906585919332201,-12.950141435778704,-0.04355551644650291,4.73210724043629,-0.19711560985058643,10.649677307393754
Japan,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,-4.957100687665551,-12.906585919332201,-12.950141435778704,-0.04355551644650291,0.524503949400817,-0.5327813731640745,7.34865831288373
Japan,maternal_immunization,Infant-exposure package,Infant,21.811227213137304,11.046600554730048,6.637391831265051,-4.409208723464998,16.47149438222303,11.570654796170375,22.289785931662433
Japan,maternal_immunization,Infant-exposure package,Children,-7.454959940400495,11.046600554730048,6.637391831265051,-4.409208723464998,7.056807642418881,0.9743370803231518,11.841361752010338
Japan,maternal_immunization,Infant-exposure package,Adolescent,-7.7188754414717575,11.046600554730048,6.637391831265051,-4.409208723464998,0.2795110630772242,-2.1636221637094915,7.555055713400444
New_Zealand,adolescent_booster,Adolescent booster scale-up,Infant,-0.010267252359841298,-0.16608742711378,-0.16676555074861155,-6.781236348315511e-4,-0.0028495715748922536,-0.010267252359841298,0.033381926771128854
New_Zealand,adolescent_booster,Adolescent booster scale-up,Children,-0.04668667925142475,-0.16608742711378,-0.16676555074861155,-6.781236348315511e-4,4.579462339151477e-4,-0.04668667925142475,0.23326578591508207
New_Zealand,adolescent_booster,Adolescent booster scale-up,Adolescent,-0.1098116191373455,-0.16608742711378,-0.16676555074861155,-6.781236348315511e-4,-0.1098116191373455,-0.13151213549068558,0.335379817565417
New_Zealand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Infant,18.160229348472384,24.44210354927054,23.897260485155126,-0.5448430641154154,12.589939928057253,4.972527592479469,20.72560518490512
New_Zealand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Children,5.498390108956133,24.44210354927054,23.897260485155126,-0.5448430641154154,1.2052059898062124,0.7381294984966297,5.004931305160067
New_Zealand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Adolescent,0.23864102772660734,24.44210354927054,23.897260485155126,-0.5448430641154154,0.23864102772660734,-0.20365589189149458,0.5935870947208336
New_Zealand,targeted_pep_high_risk,Targeted high-risk PEP,Infant,4.602913483604935,18.694658413542356,18.481705270931272,-0.21295314261108444,2.59050328650614,1.8580173696085631,3.663302940607838
New_Zealand,targeted_pep_high_risk,Targeted high-risk PEP,Children,12.001565326422266,18.694658413542356,18.481705270931272,-0.21295314261108444,6.566048758937892,2.226775312147632,12.001565326422266
New_Zealand,targeted_pep_high_risk,Targeted high-risk PEP,Adolescent,1.8772264609040694,18.694658413542356,18.481705270931272,-0.21295314261108444,1.8772264609040694,0.2465744121545304,4.10305081029637
New_Zealand,timeliness_only,Routine schedule timeliness,Infant,55.728454811131016,182.34164209705807,179.90265597055856,-2.4389861264995147,40.19504223659523,13.258427446510106,46.36439750895068
New_Zealand,timeliness_only,Routine schedule timeliness,Children,113.88993464912821,182.34164209705807,179.90265597055856,-2.4389861264995147,57.840078539003706,10.034084641622028,86.92721763652101
New_Zealand,timeliness_only,Routine schedule timeliness,Adolescent,10.28426651029936,182.34164209705807,179.90265597055856,-2.4389861264995147,13.408138164727305,5.698983141400128,26.648697122888258
New_Zealand,cocooning_adjunct,Close-contact adult adjuncts,Infant,4.560420915997975,6.33838791531366,6.200365382570731,-0.1380225327429292,4.940747553292972,2.8621433754145125,6.251143853296631
New_Zealand,cocooning_adjunct,Close-contact adult adjuncts,Children,1.5508978411904668,6.33838791531366,6.200365382570731,-0.1380225327429292,4.73210724043629,-0.19711560985058643,10.649677307393754
New_Zealand,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,0.08904662538228929,6.33838791531366,6.200365382570731,-0.1380225327429292,0.524503949400817,-0.5327813731640745,7.34865831288373
New_Zealand,maternal_immunization,Infant-exposure package,Infant,22.289785931662433,30.297854152003083,29.626104637158537,-0.6717495148445458,16.47149438222303,11.570654796170375,22.289785931662433
New_Zealand,maternal_immunization,Infant-exposure package,Children,7.056807642418881,30.297854152003083,29.626104637158537,-0.6717495148445458,7.056807642418881,0.9743370803231518,11.841361752010338
New_Zealand,maternal_immunization,Infant-exposure package,Adolescent,0.2795110630772242,30.297854152003083,29.626104637158537,-0.6717495148445458,0.2795110630772242,-2.1636221637094915,7.555055713400444
Sweden,adolescent_booster,Adolescent booster scale-up,Infant,0.033381926771128854,0.6041264121628842,0.6020275302516279,-0.0020988819112562895,-0.0028495715748922536,-0.010267252359841298,0.033381926771128854
Sweden,adolescent_booster,Adolescent booster scale-up,Children,0.23326578591508207,0.6041264121628842,0.6020275302516279,-0.0020988819112562895,4.579462339151477e-4,-0.04668667925142475,0.23326578591508207
Sweden,adolescent_booster,Adolescent booster scale-up,Adolescent,0.335379817565417,0.6041264121628842,0.6020275302516279,-0.0020988819112562895,-0.1098116191373455,-0.13151213549068558,0.335379817565417
Sweden,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Infant,1.2797659146808593,2.7674369883312693,2.6516330977471965,-0.11580389058407281,12.589939928057253,4.972527592479469,20.72560518490512
Sweden,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Children,0.7381294984966297,2.7674369883312693,2.6516330977471965,-0.11580389058407281,1.2052059898062124,0.7381294984966297,5.004931305160067
Sweden,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Adolescent,0.6337376845697077,2.7674369883312693,2.6516330977471965,-0.11580389058407281,0.23864102772660734,-0.20365589189149458,0.5935870947208336
Sweden,targeted_pep_high_risk,Targeted high-risk PEP,Infant,1.9176499444084862,7.852228889228428,7.758383603773455,-0.09384528545497339,2.59050328650614,1.8580173696085631,3.663302940607838
Sweden,targeted_pep_high_risk,Targeted high-risk PEP,Children,5.594159247210437,7.852228889228428,7.758383603773455,-0.09384528545497339,6.566048758937892,2.226775312147632,12.001565326422266
Sweden,targeted_pep_high_risk,Targeted high-risk PEP,Adolescent,0.2465744121545304,7.852228889228428,7.758383603773455,-0.09384528545497339,1.8772264609040694,0.2465744121545304,4.10305081029637
Sweden,timeliness_only,Routine schedule timeliness,Infant,0.804687501299657,8.636535147222531,8.597455783726575,-0.03907936349595609,40.19504223659523,13.258427446510106,46.36439750895068
Sweden,timeliness_only,Routine schedule timeliness,Children,3.9938953069644545,8.636535147222531,8.597455783726575,-0.03907936349595609,57.840078539003706,10.034084641622028,86.92721763652101
Sweden,timeliness_only,Routine schedule timeliness,Adolescent,3.7988729754624635,8.636535147222531,8.597455783726575,-0.03907936349595609,13.408138164727305,5.698983141400128,26.648697122888258
Sweden,cocooning_adjunct,Close-contact adult adjuncts,Infant,1.570760036090246,16.246084461817702,16.1545564078549,-0.09152805396280073,4.940747553292972,2.8621433754145125,6.251143853296631
Sweden,cocooning_adjunct,Close-contact adult adjuncts,Children,7.235138058880925,16.246084461817702,16.1545564078549,-0.09152805396280073,4.73210724043629,-0.19711560985058643,10.649677307393754
Sweden,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,7.34865831288373,16.246084461817702,16.1545564078549,-0.09152805396280073,0.524503949400817,-0.5327813731640745,7.34865831288373
Sweden,maternal_immunization,Infant-exposure package,Infant,2.6464303031397187,17.913230591806325,17.72150377882099,-0.1917268129853369,16.47149438222303,11.570654796170375,22.289785931662433
Sweden,maternal_immunization,Infant-exposure package,Children,7.520017762280828,17.913230591806325,17.72150377882099,-0.1917268129853369,7.056807642418881,0.9743370803231518,11.841361752010338
Sweden,maternal_immunization,Infant-exposure package,Adolescent,7.555055713400444,17.913230591806325,17.72150377882099,-0.1917268129853369,0.2795110630772242,-2.1636221637094915,7.555055713400444
Thailand,adolescent_booster,Adolescent booster scale-up,Infant,4.289386323963107,80.83453674909902,81.62836916251594,0.7938324134169221,-0.0028495715748922536,-0.010267252359841298,0.033381926771128854
Thailand,adolescent_booster,Adolescent booster scale-up,Children,24.56362649673418,80.83453674909902,81.62836916251594,0.7938324134169221,4.579462339151477e-4,-0.04668667925142475,0.23326578591508207
Thailand,adolescent_booster,Adolescent booster scale-up,Adolescent,52.77535634181865,80.83453674909902,81.62836916251594,0.7938324134169221,-0.1098116191373455,-0.13151213549068558,0.335379817565417
Thailand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Infant,4.972527592479469,5.673861634185357,5.027338330008399,-0.6465233041769585,12.589939928057253,4.972527592479469,20.72560518490512
Thailand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Children,0.25846662942042353,5.673861634185357,5.027338330008399,-0.6465233041769585,1.2052059898062124,0.7381294984966297,5.004931305160067
Thailand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Adolescent,-0.20365589189149458,5.673861634185357,5.027338330008399,-0.6465233041769585,0.23864102772660734,-0.20365589189149458,0.5935870947208336
Thailand,targeted_pep_high_risk,Targeted high-risk PEP,Infant,0.3699051800973361,6.632968405307508,6.679578610672459,0.0466102053649502,2.59050328650614,1.8580173696085631,3.663302940607838
Thailand,targeted_pep_high_risk,Targeted high-risk PEP,Children,2.226775312147632,6.632968405307508,6.679578610672459,0.0466102053649502,6.566048758937892,2.226775312147632,12.001565326422266
Thailand,targeted_pep_high_risk,Targeted high-risk PEP,Adolescent,4.08289811842749,6.632968405307508,6.679578610672459,0.0466102053649502,1.8772264609040694,0.2465744121545304,4.10305081029637
Thailand,timeliness_only,Routine schedule timeliness,Infant,13.258427446510106,132.43756880351458,130.9801324000644,-1.4574364034501741,40.19504223659523,13.258427446510106,46.36439750895068
Thailand,timeliness_only,Routine schedule timeliness,Children,63.226646297931204,132.43756880351458,130.9801324000644,-1.4574364034501741,57.840078539003706,10.034084641622028,86.92721763652101
Thailand,timeliness_only,Routine schedule timeliness,Adolescent,54.49505865562309,132.43756880351458,130.9801324000644,-1.4574364034501741,13.408138164727305,5.698983141400128,26.648697122888258
Thailand,cocooning_adjunct,Close-contact adult adjuncts,Infant,8.993411000437781,83.65084663279526,82.86039465943315,-0.79045197336211,4.940747553292972,2.8621433754145125,6.251143853296631
Thailand,cocooning_adjunct,Close-contact adult adjuncts,Children,36.68817513721606,83.65084663279526,82.86039465943315,-0.79045197336211,4.73210724043629,-0.19711560985058643,10.649677307393754
Thailand,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,37.17880852177932,83.65084663279526,82.86039465943315,-0.79045197336211,0.524503949400817,-0.5327813731640745,7.34865831288373
Thailand,maternal_immunization,Infant-exposure package,Infant,12.902503795721671,89.30638800009882,88.01090822265992,-1.2954797774388993,16.47149438222303,11.570654796170375,22.289785931662433
Thailand,maternal_immunization,Infant-exposure package,Children,37.52147338855107,89.30638800009882,88.01090822265992,-1.2954797774388993,7.056807642418881,0.9743370803231518,11.841361752010338
Thailand,maternal_immunization,Infant-exposure package,Adolescent,37.58693103838718,89.30638800009882,88.01090822265992,-1.2954797774388993,0.2795110630772242,-2.1636221637094915,7.555055713400444
United_Kingdom,adolescent_booster,Adolescent booster scale-up,Infant,-0.4196076703327805,-3.94927218547582,-3.9271274521968538,0.022144733278966378,-0.0028495715748922536,-0.010267252359841298,0.033381926771128854
United_Kingdom,adolescent_booster,Adolescent booster scale-up,Children,-1.8381982471555383,-3.94927218547582,-3.9271274521968538,0.022144733278966378,4.579462339151477e-4,-0.04668667925142475,0.23326578591508207
United_Kingdom,adolescent_booster,Adolescent booster scale-up,Adolescent,-1.669321534708535,-3.94927218547582,-3.9271274521968538,0.022144733278966378,-0.1098116191373455,-0.13151213549068558,0.335379817565417
United_Kingdom,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Infant,12.589939928057253,21.232148731367374,20.151738941885736,-1.0804097894816387,12.589939928057253,4.972527592479469,20.72560518490512
United_Kingdom,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Children,6.276535286858916,21.232148731367374,20.151738941885736,-1.0804097894816387,1.2052059898062124,0.7381294984966297,5.004931305160067
United_Kingdom,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Adolescent,1.2852637269695626,21.232148731367374,20.151738941885736,-1.0804097894816387,0.23864102772660734,-0.20365589189149458,0.5935870947208336
United_Kingdom,targeted_pep_high_risk,Targeted high-risk PEP,Infant,3.663302940607838,22.012975835381667,21.795874992341027,-0.21710084304064026,2.59050328650614,1.8580173696085631,3.663302940607838
United_Kingdom,targeted_pep_high_risk,Targeted high-risk PEP,Children,14.02952124143682,22.012975835381667,21.795874992341027,-0.21710084304064026,6.566048758937892,2.226775312147632,12.001565326422266
United_Kingdom,targeted_pep_high_risk,Targeted high-risk PEP,Adolescent,4.10305081029637,22.012975835381667,21.795874992341027,-0.21710084304064026,1.8772264609040694,0.2465744121545304,4.10305081029637
United_Kingdom,timeliness_only,Routine schedule timeliness,Infant,40.54998237727182,149.61780954333267,146.6704937057642,-2.947315837568482,40.19504223659523,13.258427446510106,46.36439750895068
United_Kingdom,timeliness_only,Routine schedule timeliness,Children,86.92721763652101,149.61780954333267,146.6704937057642,-2.947315837568482,57.840078539003706,10.034084641622028,86.92721763652101
United_Kingdom,timeliness_only,Routine schedule timeliness,Adolescent,19.193293691971355,149.61780954333267,146.6704937057642,-2.947315837568482,13.408138164727305,5.698983141400128,26.648697122888258
United_Kingdom,cocooning_adjunct,Close-contact adult adjuncts,Infant,6.251143853296631,12.031794480507529,11.507755043133738,-0.5240394373737907,4.940747553292972,2.8621433754145125,6.251143853296631
United_Kingdom,cocooning_adjunct,Close-contact adult adjuncts,Children,4.73210724043629,12.031794480507529,11.507755043133738,-0.5240394373737907,4.73210724043629,-0.19711560985058643,10.649677307393754
United_Kingdom,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,0.524503949400817,12.031794480507529,11.507755043133738,-0.5240394373737907,0.524503949400817,-0.5327813731640745,7.34865831288373
United_Kingdom,maternal_immunization,Infant-exposure package,Infant,16.47149438222303,19.46443326011297,18.006295152632397,-1.458138107480572,16.47149438222303,11.570654796170375,22.289785931662433
United_Kingdom,maternal_immunization,Infant-exposure package,Children,2.729572369339946,19.46443326011297,18.006295152632397,-1.458138107480572,7.056807642418881,0.9743370803231518,11.841361752010338
United_Kingdom,maternal_immunization,Infant-exposure package,Adolescent,-1.1947715989305787,19.46443326011297,18.006295152632397,-1.458138107480572,0.2795110630772242,-2.1636221637094915,7.555055713400444
United_States,adolescent_booster,Adolescent booster scale-up,Infant,-0.0036833162360033513,-0.15212407993703891,-0.15709013871206945,-0.004966058775030535,-0.0028495715748922536,-0.010267252359841298,0.033381926771128854
United_States,adolescent_booster,Adolescent booster scale-up,Children,-0.02189468698538053,-0.15212407993703891,-0.15709013871206945,-0.004966058775030535,4.579462339151477e-4,-0.04668667925142475,0.23326578591508207
United_States,adolescent_booster,Adolescent booster scale-up,Adolescent,-0.13151213549068558,-0.15212407993703891,-0.15709013871206945,-0.004966058775030535,-0.1098116191373455,-0.13151213549068558,0.335379817565417
United_States,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Infant,6.971286391069261,9.264340184875778,8.65219324851146,-0.6121469363643168,12.589939928057253,4.972527592479469,20.72560518490512
