analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,portfolio,program_layers,timeliness_applied,resistance_guided,implementation_intensity,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,timeliness_definition,timeliness_grace_months,timeliness_recent_window_months,contact_matrix_directional_intervention,contact_matrix_reciprocity_correction_after_intervention,prospective_policy,policy_start_time,simulation_phase,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths,annualized_resistant_infections_per_100k,current_infant_cases_per_100k,current_resistant_infections_per_100k,infant_case_rank_within_portfolio_set
program_portfolio_factorial,routine_timeliness_resistance_guided,symptom_protective,country_timeline,routine_timeliness_resistance_guided,2027-01-01,2051-01-01,2027,2051,90565891.22334735,439997121.4439753,20962716.390102483,4454304.928879635,12068308.27130065,18972384.752577603,7294475.961075988,30721165.64253322,135896610.69170174,15354557.156479754,22029.836894706128,21648.883045674003,21668.0321987169,1600242.5026397617,439930489.3784115,0.9998485624966246,0.997,0.9999946575181702,1336693497.444186,7975855.2316458,78965312.20653072,88748550.7982521,175689718.23642862,24.000492823261258,1371.5064056593171,65.34247250230227,2326.925731550254,6304.475670423748,1001.0722137434703,342.4622201135617,728.569831474988,3222.8650404005616,364.1420136865312,0.6866877291733955,11.309361128756734,5.138696477570257,37.95065669165888,14991.578524786917,12250631.793946305,12061589.231137108,12061589.231137108,549017.6857673035,3870.0,8766.0,5,5.404109589041096,0.813422163395809,0.20583291755666422,4.85830940876941,0.6420365756929444,0.5116074941232444,6.17645372198279e-05,0.013835161509571203,0.013305393656845731,0.6148342559893074,0.08134746740876475,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,routine_timeliness_resistance_guided,resistance_guided_treatment,True,True,3,Routine timeliness plus resistance-guided management.,4.146450779474111,15.758651429256703,14.758651429256703,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,True,0.0,prospective_policy,0.451516498845722,0.14112279932520588,0.024841675844223032,0.18492428015228224,0.09876013591498534,0.2709930778220784,0.08134746740876475,0.23078781185303388,0.081449900571403,0.3409679393984205,0.3436512344314808,0.3437557589925547,1371.2987081533806,4242.471701603477,1492.8948448281974,4.0
program_portfolio_factorial,timeliness_infant_exposure,symptom_protective,country_timeline,timeliness_infant_exposure,2027-01-01,2051-01-01,2027,2051,99371543.97449964,484928524.89239156,23013598.132206928,4494083.67157065,14198782.969398078,21618488.388014603,7630935.543354275,33743507.60293953,151587959.01844814,16873019.29501188,14209.008285963515,13778.297728901916,13801.300046537823,1348753.7829875029,484908917.84702164,0.9999595671436852,0.997,0.9999899351281188,1336693497.5099094,7975855.229948974,78965312.06097227,88748550.49190557,175689717.7828268,24.000492823261258,1511.5612028585106,71.73523579075986,2347.7061189819883,7417.43414129691,1140.693083684674,358.25837944852884,800.2463837857993,3594.994256596355,400.15320378860116,0.44290621305322464,7.197772950229357,3.2730564302160903,31.986459444398147,20103.027942393663,6691194.885035178,2650879.471802597,2650879.471802597,736207.8556399349,3480.0,8730.0,5,5.404109589041096,0.8162552826960539,0.20491998072613024,4.879953611436611,0.674825619291455,0.5334691832412405,0.0022428860087601392,0.014911559042450758,0.01438579002718186,0.6432853842130624,-0.012463027158349904,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,,,China,timeliness_infant_exposure,maternal_immunization,True,False,4,Routine timeliness plus infant-exposure reduction composite.,4.146450779474111,17.30039486923753,16.30039486923753,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,True,False,True,0.0,prospective_policy,0.446618319576219,0.021334058334658623,-0.020137752993629965,0.10473729839292067,-0.0053018312034565085,0.19889921026381663,-0.012463027158349904,0.15553214349796962,-0.01246252631780509,0.574931396244077,0.582270887282224,0.5820098663831339,1511.5000861215844,4242.471701603477,1492.8948448281974,5.0
program_portfolio_factorial,infant_exposure_resistance_guided,symptom_protective,country_timeline,infant_exposure_resistance_guided,2027-01-01,2051-01-01,2027,2051,93069017.5309236,442762209.98762226,22338427.868079193,5271518.427712734,12050179.928840345,19256564.313756533,7495761.645405057,32023844.38687432,136101234.1568869,16625364.64322007,13624.021891756216,13223.71650008315,13251.801953390963,1550378.640933455,442695377.5425682,0.9998490556701849,0.997,0.9999953938131537,1336693497.4075282,7975855.226489111,78965311.97958711,88748550.71504499,175689717.9211212,24.000492823261258,1380.1254090155999,69.6306757956153,2753.8374847637806,6295.005441266577,1016.0668663146733,351.91221283503666,759.4635965797039,3227.7178074875906,394.27993322263814,0.42467171681890337,6.908060113074264,3.1427398444420698,36.768107054201195,14460.002250456031,12807739.946902646,12429625.320291217,12429625.320291217,529550.437826926,3870.0,8766.0,5,5.404109589041096,0.8090957506979143,0.21020090565887595,4.757353432258031,0.5964285686584284,0.4589660236820103,0.0019071886722059604,0.018959317332372397,0.02591125277405824,0.5496508098797918,0.07557434874579716,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,,,China,infant_exposure_resistance_guided,maternal_immunization;resistance_guided_treatment,False,True,5,Infant-exposure reduction plus resistance-guided management.,4.146450779474111,16.792837898933524,15.792837898933524,0.25,calibrated_country_scenario_analysis,,,,True,False,True,0.0,prospective_policy,0.35088842596179937,0.12825803038986217,-0.0020670989127686834,0.15036238143955516,0.09740311293248827,0.21065741036205932,0.07557434874579716,0.18030704320928137,0.07567696968671878,0.5924315162241285,0.5990846279345579,0.5986521233156095,1379.9170869106752,4242.471701603477,1492.8948448281974,7.0
program_portfolio_factorial,timeliness_infant_exposure_targeted_pep,symptom_protective,country_timeline,timeliness_infant_exposure_targeted_pep,2027-01-01,2051-01-01,2027,2051,98064400.32923308,478845111.0066621,22679461.01737096,4399137.441953164,13907471.085428292,21347006.381590206,7564094.286477661,33310238.11002103,149725672.79815134,16620856.811512295,13881.668408758618,13457.71931172084,13480.332831111584,1319506.1354420548,478830980.7423091,0.9999704909499373,0.997,0.9999936509447388,1336693497.5012162,7975855.236194668,78965312.12525274,88748550.78971924,175689718.15116665,24.000492823261258,1492.598712648365,70.69370353791858,2298.106274247267,7265.253014269311,1126.3684157737168,355.1203042641053,789.9711508468077,3550.8290772645423,394.1730269259273,0.43270276588532036,7.030303007217012,3.1969372314956708,31.292834861213354,20088.25548769418,6596286.874002853,3979990.579177067,3979990.579177067,735666.8626450393,3480.0,8766.0,5,5.404109589041096,0.8162138255385315,0.2047935711885523,4.882965779620619,0.6732731003835517,0.5323443279105726,0.0022105032022681067,0.014866918791094516,0.01433808103081447,0.6418575973593748,0.00023829132888408822,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,,,China,timeliness_infant_exposure_targeted_pep,maternal_immunization;targeted_pep_high_risk,True,False,5,Routine timeliness plus infant-exposure reduction and targeted high-risk PEP.,4.146450779474111,17.04920841888893,16.04920841888893,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,True,False,True,0.0,prospective_policy,0.4583095803393423,0.0336240107445519,-0.011202113423621762,0.11623254723659326,0.0070484884367828515,0.2108714341522273,0.00023829132888408822,0.1677930707776728,0.00022786424050269538,0.5847239096803999,0.5919901530725556,0.5917307715739679,1492.5546674782302,4242.471701603477,1492.8948448281974,3.0
program_portfolio_factorial,timeliness_infant_exposure_resistance_guided,symptom_protective,country_timeline,timeliness_infant_exposure_resistance_guided,2027-01-01,2051-01-01,2027,2051,88967091.87136766,437999554.7912741,19930825.69459847,3509848.0833541667,11114976.139420379,18960802.121791136,7322526.955440421,29793177.160585724,135069298.81531444,14398685.122003622,10954.47774242313,10574.977787113734,10593.95437920424,1052759.875331161,437934621.13588285,0.999851749494535,0.997,0.9999953462605403,1336693497.355757,7975855.225534821,78965312.11317568,88748550.62828355,175689717.96699405,24.000492823261258,1365.2798298781404,62.1259862390033,1833.5421475738387,5806.455646202498,1000.4610608729399,343.7791633265283,706.5620604651992,3203.24487590373,341.4729678864662,0.34145987923906634,5.524360890229907,2.512416246947766,24.966796346685697,14967.895322693252,11756874.334042285,11800540.411720768,11800540.411720768,548150.3656697457,3870.0,8766.0,5,5.404109589041096,0.8160856344289255,0.20312142078264067,4.923163672974184,0.656844436891227,0.523423576266453,0.0018357484449416934,0.013779277243707257,0.013250749878335213,0.6279786613242428,0.08551810756773104,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,,,China,timeliness_infant_exposure_resistance_guided,maternal_immunization;resistance_guided_treatment,True,True,6,Routine timeliness plus infant-exposure reduction and resistance-guided management.,4.146450779474111,14.98293107602803,13.98293107602803,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,True,False,True,0.0,prospective_policy,0.5678127573179116,0.14164714339876683,0.021091692870629286,0.20954511937221554,0.10424670720794205,0.3163761730652598,0.08551810756773104,0.2686523178190594,0.0856171610597577,0.6722920794235159,0.6793888348954071,0.6791484576407417,1365.0774264532597,4242.471701603477,1492.8948448281974,2.0
program_portfolio_factorial,timeliness_infant_exposure_targeted_pep_resistance_guided,symptom_protective,country_timeline,timeliness_infant_exposure_targeted_pep_resistance_guided,2027-01-01,2051-01-01,2027,2051,81702919.19943082,403939911.14528376,18086388.801558353,3045053.005950281,9630627.45306912,17311883.924756665,6959001.752071183,27315938.682778127,124362652.26476634,13002689.495530842,9474.295150818045,9130.03863661896,9146.875464048884,914646.2880730929,403919159.49134755,0.9999486268789896,0.997,0.9999980416888705,1336693497.9398315,7975855.251986755,78965312.17095116,88748550.64477228,175689718.06771016,24.000492823261258,1259.1131814991388,56.376728115806095,1590.7335237580617,5031.032929307211,913.4563840257476,326.7123240417631,647.8129473788938,2949.3306908866266,308.36614123984174,0.295321397580786,4.769525687761792,2.1692332899432887,21.691354434741093,8255.779227593803,10714727.836764483,17485553.516799252,17485553.516799252,302340.997642503,3900.0,8766.0,6,4.52054794520548,0.8160229445633492,0.2022650323603329,4.944008305985935,0.6500895993319278,0.519684881618608,0.0016896705456404567,0.013306056398397404,0.012781824908999064,0.6223120474788909,0.15662988618996465,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,,,China,timeliness_infant_exposure_targeted_pep_resistance_guided,maternal_immunization;targeted_pep_high_risk;resistance_guided_treatment,True,True,7,"Routine timeliness plus infant-exposure reduction, targeted PEP, and resistance-guided management.",4.146450779474111,13.596381848998165,12.596381848998165,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,True,False,True,0.0,prospective_policy,0.625045577128,0.21629343924822697,0.06968937555510868,0.2752697392980301,0.17525110262964094,0.38265554958243186,0.15662988618996465,0.3363326371055545,0.15663953071645087,0.7165723792765983,0.7231963618587153,0.7229751049174722,1259.0484969252998,4242.471701603477,1492.8948448281974,1.0
program_portfolio_factorial,current,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,12705727.052815368,60769780.62878725,823548.2802775057,597690.7031797703,1245428.5164610052,2008436.6418495732,1061480.5954907045,3667607.940520048,16250590.581697049,574707.2165930478,2434.5327166918623,2370.089944798544,2372.9192356506724,203936.87238874228,60663097.91837309,0.9982444776118935,0.827,0.9992420871435576,111945140.21979474,732023.6978501587,7080702.08153962,6776138.555340361,14588864.334730139,24.000492823261258,2261.8420009879937,30.652341853126554,3401.97564656117,7088.812758827185,1181.848081425272,652.6940027038127,1047.4691935537026,4641.170290673972,164.13643836992404,0.9061293778612985,13.490235383398645,6.777059703340697,58.24439109121635,51641.443580266634,752395.2682975316,357564.06292642385,357564.06292642385,158383.79843138542,1710.0,6990.0,3,7.972602739726027,0.8038902114645582,0.2090796925930738,4.782865268250959,0.4900368719878641,0.37676312971047426,4.56987380852714e-05,0.013835527004035727,0.018931779723507985,0.45722386652223507,0.0,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,Japan,current,,False,False,0,Current practice.,7.349919218851434,4.17043248237449,3.1704324823744896,0.25,calibrated_country_scenario_analysis,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2257.8712867168997,3401.97564656117,2257.8712867168997,11.0
program_portfolio_factorial,routine_timeliness,symptom_protective,country_timeline,routine_timeliness,2027-01-01,2051-01-01,2027,2051,13863068.634029822,68185580.77677986,829816.5855088892,445983.7197304124,1222149.5325752657,2268623.0976147912,1186981.5808448552,3901588.398190059,18200675.377237547,556183.6046233764,2290.7304898880084,2220.1118228704736,2222.200036619148,164044.253090357,68044760.12264489,0.9979347443765862,0.827,0.9998362595203495,111945140.16143124,732023.6965086,7080702.078065889,6776138.560228061,14588864.334802547,24.000492823261258,2537.8569569828055,30.88564723746726,2538.4797655282546,6956.3119047651835,1334.9526695745622,729.8633266304367,1114.2940355917249,5198.1147027208835,158.84609294338597,0.8526064079980201,12.636579969720446,6.346605520574972,46.85105504119344,69296.84310033427,782677.5501050903,395340.4227645231,395340.4227645231,212532.7346194967,1680.0,7440.0,3,9.041095890410958,0.8094545125471496,0.20331378681679863,4.918505604841629,0.553241397205358,0.44769588796810383,4.244751274952133e-05,0.008317750233902263,0.008296250824657632,0.5365849486340485,-0.12203105015784232,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,Japan,routine_timeliness,,True,False,1,Routine timeliness improvement only.,7.349919218851434,4.202175060407499,3.202175060407499,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,,,,0.253821889218391,-0.12954675808225247,-0.11823201091691526,-0.0637964748317219,-0.12000085693727769,0.032231389192365234,-0.12203105015784232,-0.007611339106034176,-0.12168290926520209,0.05906769123203981,0.0632795064411863,0.06351636278518191,2532.6156336309773,3401.97564656117,2257.8712867168997,9.0
program_portfolio_factorial,timeliness_pregnancy_tdap,symptom_protective,country_timeline,timeliness_pregnancy_tdap,2027-01-01,2051-01-01,2027,2051,11926567.09094796,59043889.90065351,692659.6913750005,322110.59995587834,1043820.0169054293,1974139.7136771474,1019120.2503083125,3315370.563941338,15695690.81342375,455934.68958256434,1017.1303443245881,956.6666015695785,958.5023284419692,97398.71922021873,58938496.12643398,0.9982149927046328,0.8270000000000001,0.9992379889600029,111945140.22038993,732023.6977615979,7080702.0816322975,6776138.557462782,14588864.336856678,24.000492823261258,2197.6046103256112,25.7806884626612,1833.4105095693367,5941.2841097293785,1161.6663351130896,626.647041903201,946.8701635389895,4482.6908608659905,130.21499279251603,0.3785743686181236,5.445218511008016,2.7374836054688703,27.817083918034214,46916.09105927641,663377.7843651483,333059.54606206965,333059.54606206965,143891.18882803508,1740.0,7350.0,4,6.356164383561644,0.8108890059492205,0.2019949415767736,4.950619021417044,0.5549434796124948,0.4474626092971809,0.0013100374638729654,0.008924508066892186,0.00924484240835998,0.5354640916733696,0.02840047652428368,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,Japan,timeliness_pregnancy_tdap,pregnancy_tdap_scaleup,True,False,2,Routine timeliness plus pregnancy Tdap scale-up.,7.349919218851434,3.5076152124961624,2.5076152124961624,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,True,0.0,prospective_policy,0.4610747695384587,0.017076430223281425,0.03990684837984215,0.09604008451589419,0.03414643704692666,0.20666614857315557,0.02840047652428368,0.1589325022430993,0.028429174431102378,0.5822071573116074,0.596358524844552,0.5960661812498895,2193.6818700638473,3401.97564656117,2257.8712867168997,5.0
program_portfolio_factorial,timeliness_targeted_pep,symptom_protective,country_timeline,timeliness_targeted_pep,2027-01-01,2051-01-01,2027,2051,11831482.735575523,58278203.91008794,714892.958853803,395586.97342635156,1090062.1689406435,1947082.861797577,1002675.7270464603,3345345.562270389,15527232.976840856,481571.3009162728,1989.767712303859,1930.4025873875498,1932.2277215703516,143801.6420977844,58251103.00342597,0.9995349735433888,0.8270000000000001,0.9996842095615364,111945140.1923601,732023.697376795,7080702.078676155,6776138.553282168,14588864.329335118,24.000492823261258,2169.1058946466146,26.608207306517922,2251.6282140643584,6204.488265657951,1145.744952851962,616.5354662900395,955.4310265422753,4434.579288232307,137.53681161579954,0.7405885192334672,10.987593682919552,5.518444301701678,41.069763338501474,43075.834539311945,673365.2264572193,496745.3766467526,496745.3766467526,132113.15990153927,1740.0,7380.0,4,6.328767123287672,0.8097658970361248,0.20301728505273128,4.925688961608673,0.5520483572019507,0.4458513558428783,4.222002597094594e-05,0.008963637679952525,0.009275510700994175,0.533766988795033,0.04100025856468237,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,Japan,timeliness_targeted_pep,targeted_pep_high_risk,True,False,2,Routine timeliness plus targeted high-risk PEP.,7.349919218851434,3.620204047722305,2.620204047722305,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,True,0.0,prospective_policy,0.3381409961343016,0.03054802863758521,0.05539891044080725,0.08786718304573304,0.044512696398302354,0.16205802361226462,0.04100025856468237,0.13193558170880992,0.039760496635317666,0.18269009134219694,0.18551505118020628,0.18571703050798516,2168.097203018412,3401.97564656117,2257.8712867168997,8.0
