country,country_code,country_label_text,scenario,scenario_label,outcome_type,primary_cases_per_100k,min_primary_cases_per_100k,max_primary_cases_per_100k,median,q25,q75,q025,q975
Sweden,SWE,Sweden,transmission_blocking,Transmission-blocking mechanism,Vaccine mechanism,123.64187231222036,3.0889453072995945,752.4309752092597,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
Sweden,SWE,Sweden,next_generation,High transmission-blocking mechanism,Vaccine mechanism,4.353925913277631,0.29602370042946885,584.7194209117171,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
United_States,USA,United States,symptom_protective,Current aP-like mechanism scenario,Vaccine mechanism,57.284176863378654,57.284176863378654,1072.1423025667305,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
United_States,USA,United States,infection_blocking,Infection-blocking mechanism,Vaccine mechanism,1.6807175149002964,1.6807175149002964,766.9400745250446,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
United_States,USA,United States,transmission_blocking,Transmission-blocking mechanism,Vaccine mechanism,3.0889453072995945,3.0889453072995945,752.4309752092597,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
United_States,USA,United States,next_generation,High transmission-blocking mechanism,Vaccine mechanism,0.29602370042946885,0.29602370042946885,584.7194209117171,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
Brazil,BRA,Brazil,symptom_protective,Current aP-like mechanism scenario,Vaccine mechanism,356.3272170672158,57.284176863378654,1072.1423025667305,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
Brazil,BRA,Brazil,infection_blocking,Infection-blocking mechanism,Vaccine mechanism,82.15514987903443,1.6807175149002964,766.9400745250446,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
Brazil,BRA,Brazil,transmission_blocking,Transmission-blocking mechanism,Vaccine mechanism,99.505041989473,3.0889453072995945,752.4309752092597,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
Brazil,BRA,Brazil,next_generation,High transmission-blocking mechanism,Vaccine mechanism,9.16640774299554,0.29602370042946885,584.7194209117171,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
Thailand,THA,Thailand,symptom_protective,Current aP-like mechanism scenario,Vaccine mechanism,303.73271103385906,57.284176863378654,1072.1423025667305,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
Thailand,THA,Thailand,infection_blocking,Infection-blocking mechanism,Vaccine mechanism,77.71299404133323,1.6807175149002964,766.9400745250446,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
Thailand,THA,Thailand,transmission_blocking,Transmission-blocking mechanism,Vaccine mechanism,92.7540531000452,3.0889453072995945,752.4309752092597,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
Thailand,THA,Thailand,next_generation,High transmission-blocking mechanism,Vaccine mechanism,20.906067138416702,0.29602370042946885,584.7194209117171,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
South_Africa,ZAF,South Africa,symptom_protective,Current aP-like mechanism scenario,Vaccine mechanism,345.25858220364154,57.284176863378654,1072.1423025667305,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
South_Africa,ZAF,South Africa,infection_blocking,Infection-blocking mechanism,Vaccine mechanism,66.59275168854568,1.6807175149002964,766.9400745250446,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
South_Africa,ZAF,South Africa,transmission_blocking,Transmission-blocking mechanism,Vaccine mechanism,85.57162223887654,3.0889453072995945,752.4309752092597,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
South_Africa,ZAF,South Africa,next_generation,High transmission-blocking mechanism,Vaccine mechanism,1.4641170670462706,0.29602370042946885,584.7194209117171,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
Australia,AUS,Australia,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,563.8829063859918,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
Brazil,BRA,Brazil,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,1.9418581963889157,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
China,CHN,China,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,0.47032336417336207,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
Japan,JPN,Japan,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,15.15485812997445,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
New_Zealand,NZL,New Zealand,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,371.381128669887,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
South_Africa,ZAF,South Africa,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,1.2747164913483977,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
Sweden,SWE,Sweden,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,12.971486423937195,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
Thailand,THA,Thailand,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,1.999517369778986,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
United_Kingdom,GBR,United Kingdom,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,327.7409163637227,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
United_States,USA,United States,combined_strategy,Combined future upper-bound scenario,Upper-bound scenario,0.8648601181055494,0.47032336417336207,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
