country,strategy,strategy_label,burden_rank,reference_leader,deterministic_primary_cases_per_100k,current_practice_cases_per_100k,deterministic_absolute_reduction_per_100k,deterministic_relative_reduction,bootstrap_relative_reduction_median,bootstrap_relative_reduction_q025,bootstrap_relative_reduction_q25,bootstrap_relative_reduction_q75,bootstrap_relative_reduction_q975,bootstrap_absolute_reduction_median,bootstrap_absolute_reduction_q025,bootstrap_absolute_reduction_q25,bootstrap_absolute_reduction_q75,bootstrap_absolute_reduction_q975,successful_bootstrap_replicates,confidence_interval_type,confidence_interval_method,figure2_parent_bundle_sha256
Brazil,targeted_pep_high_risk,Targeted high-risk PEP,6,FALSE,492.0919581807532,463.0459889372213,-29.045969243531886,-0.06272804416295208,0.00908738337670489,-0.004854658794268906,0.006837970314526707,0.058055914460487384,0.25973987030751955,11.660121862067399,-3.394067107762564,7.970082863389223,15.567950233662664,32.744725534859626,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Brazil,timeliness_only,Routine timeliness,1,TRUE,358.4527500983109,463.0459889372213,104.5932388389104,0.2258808872936613,0.1727878322257163,0.12147527347529731,0.16113948615844811,0.23510881876073833,0.7649638657620825,170.1817782594065,0.07400541358359616,44.25329533774575,260.3932306173926,314.2467640595164,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
China,adolescent_booster,Adolescent booster,6,FALSE,290.757619901255,290.46682174168603,-0.2907981595689648,-0.001001140707999948,-4.476284956056453e-5,-0.0016770019716333205,-1.5192028281679e-4,0.02851565142605547,0.6882125263499014,-0.071936651246574,-1.2498824191717886,-0.17076132813258482,0.7153925441724094,88.92071428496257,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
China,cocooning_adjunct,Close-contact adult adjunct,2,FALSE,279.35461690581934,290.46682174168603,11.112204835866692,0.03825636528549492,0.0038518378525864098,5.740605507715138e-4,0.0033078741512527427,0.07322539196022332,0.7352834286570494,6.068687631835701,0.06692871214286641,4.580252646294753,19.756656694780943,73.16805444723582,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
China,maternal_immunization,Infant-exposure package,1,TRUE,274.0380124302636,290.46682174168603,16.428809311422413,0.0565600202216302,0.05971634551775312,0.027438188612149986,0.044123540261819416,0.10860101858369658,0.7471823719687568,59.868667528832646,0.4266458750558967,32.24192034251598,87.93727419471736,230.94764551975874,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
China,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,5,FALSE,284.75920418391786,290.46682174168603,5.707617557768174,0.01964980896456392,0.03749645560704178,0.014059202062382217,0.02420236418688368,0.051697003565254133,0.10767393928323118,33.484047847788474,0.05587067590590609,8.293713850748588,83.84422112948732,225.73690811931766,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
China,targeted_pep_high_risk,Targeted high-risk PEP,4,FALSE,283.8617009530117,290.46682174168603,6.6051207886743555,0.02273967384319142,0.009781867509608966,0.0017820828280135314,0.00624082906161735,0.031135832233288942,0.23818543614593443,11.471526144027507,0.003502901341580604,8.834108522582909,15.224030011800238,33.397801714545416,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
China,timeliness_only,Routine timeliness,3,FALSE,283.00857412676214,290.46682174168603,7.458247614923891,0.02567676256518059,0.1303473635692326,0.01861246364942554,0.06540252046263739,0.17274334265253008,0.21743371107218937,104.51680758451573,0.04096255015137985,25.734980957776358,263.9993753113664,466.9831089188538,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Japan,adolescent_booster,Adolescent booster,5,FALSE,1048.8193203028395,1046.7973968173212,-2.0219234855183004,-0.0019315327795672577,-2.9533686307647855e-5,-9.962933058726066e-4,-7.83603928767862e-5,0.006866861935059165,0.5677049887634089,-0.04477301516510579,-0.8815721770506086,-0.10429205108033557,2.1429797778315276,51.77614276725342,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Japan,cocooning_adjunct,Close-contact adult adjunct,6,FALSE,1061.0604746711138,1046.7973968173212,-14.263077853792538,-0.01362544260919818,0.003468392244781235,-0.008095945902969045,0.0029942477963269772,0.03914835324925738,0.8378138608923194,5.003001014762958,-6.781444376669015,4.527035937918583,17.54049805896422,80.13013953556069,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Japan,maternal_immunization,Infant-exposure package,4,FALSE,1036.843677318358,1046.7973968173212,9.95371949896321,0.009508735433644055,0.052586133790305634,0.015285515962118053,0.045725313643321164,0.0647185443000004,0.8430178615184126,60.47479650324908,7.397539476168653,26.641215332791717,80.37584162151973,113.10541416885084,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Japan,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,2,FALSE,1015.8173899889908,1046.7973968173212,30.980006828330374,0.029595036176553235,0.03718201475213895,0.014325701653167915,0.023069929419191167,0.04960844151440502,0.06279774748408906,45.32053755044461,0.711540164388836,9.403291547239391,74.67236141454464,106.0503439486831,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Japan,targeted_pep_high_risk,Targeted high-risk PEP,3,FALSE,1022.1788398950785,1046.7973968173212,24.61855692224276,0.023517976828269616,0.011149281887383004,-0.0011738449398814162,0.008679899556011946,0.02801304096784909,0.22046317523359965,13.196611596267758,-1.203244336847791,9.373271639002652,16.058668400548527,25.926055574288643,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Japan,timeliness_only,Routine timeliness,1,TRUE,972.417267421913,1046.7973968173212,74.38012939540818,0.07105494303057425,0.14500644074630947,0.023066297208255766,0.05947280399047646,0.17108304499727442,0.2944114352384014,135.77272492833015,6.243956634453673,20.109028809765793,241.31296106720475,326.8024812272196,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
New_Zealand,adolescent_booster,Adolescent booster,6,FALSE,1294.0232478662454,1293.970939459668,-0.05230840657736735,-4.042471510157242e-5,-6.058350122684075e-7,-6.705204433356754e-4,-7.684037839739144e-6,6.45300283763639e-8,0.5369356742445397,-0.0010620400555581,-0.5703133836654501,-0.010659689256783622,1.2634169075909085e-4,20.047124438408503,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
New_Zealand,cocooning_adjunct,Close-contact adult adjunct,5,FALSE,1289.5790216545056,1293.970939459668,4.391917805162393,0.0033941394441179273,0.00336802157846999,-4.4608454194711665e-4,0.003175542753686058,0.0038463972319749875,0.679968096563381,5.993925223821634,-0.4138571098026687,5.312828509174722,6.721478753650615,30.857001923126155,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
New_Zealand,maternal_immunization,Infant-exposure package,2,FALSE,1264.2028421280868,1293.970939459668,29.768097331581203,0.023005228652207332,0.042462772060381127,0.011426334396248839,0.034156248026400125,0.050784729773211135,0.7003594642887019,66.83294164427377,9.052499485405184,30.608268817026357,85.55973712159386,192.43803470214885,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
New_Zealand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,3,FALSE,1268.092990743805,1293.970939459668,25.877948715862885,0.01999886390545136,0.03650722567492504,0.011124765970383704,0.021524973588544383,0.0446822444839311,0.07916354042698562,62.175347394049595,1.8840482837973083,18.22423131665468,80.36025643062635,186.51800372287602,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
New_Zealand,targeted_pep_high_risk,Targeted high-risk PEP,4,FALSE,1286.770870752032,1293.970939459668,7.200068707636092,0.005564320254860311,0.007586679229874434,-0.0025466078191428163,0.00683908946196637,0.011658649889347419,0.29750547533938343,13.041467638927202,-1.9449210797732883,11.656010878831438,15.275323847070865,37.95065660423329,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
New_Zealand,timeliness_only,Routine timeliness,1,TRUE,1032.916832789019,1293.970939459668,261.05410667064893,0.2017464988662412,0.2061056129481687,0.130418155340958,0.1940461552894276,0.2167659859077193,0.910189933049053,340.94454251359025,35.32402926248604,195.55780619174467,382.4603168304269,541.7043683751294,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Sweden,adolescent_booster,Adolescent booster,6,FALSE,174.5262656382747,175.13417958163066,0.6079139433559533,0.0034711325042785512,-2.2890547968223987e-7,-1.2479944746419e-4,-9.987425412250062e-7,-2.8057724921204397e-8,0.06314836642409953,-3.747353234757611e-4,-0.07516225707653632,-0.001493544029244731,-5.415082875970256e-5,1.6119694482938098,1023,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Sweden,cocooning_adjunct,Close-contact adult adjunct,3,FALSE,158.76924931628386,175.13417958163066,16.3649302653468,0.0934422412828847,0.00340731863321874,0.001682354190190972,0.00319953128787786,0.03188340794124317,0.6289427945584385,5.802241271296907,0.020623732516627975,4.956208085619153,6.544149227868843,37.90154777650692,1023,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Sweden,maternal_immunization,Infant-exposure package,2,FALSE,157.0984267435374,175.13417958163066,18.03575283809326,0.10298248395132215,0.0447735326068488,0.015881224245187033,0.0350521320059362,0.05833181446504848,0.6440104462351868,53.5169064293062,0.07150295880641867,23.84404124406616,82.69681251078265,115.13487392106185,1023,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Sweden,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,5,FALSE,172.35527860829666,175.13417958163066,2.7789009733340038,0.015867268056825812,0.03524818463761292,0.01110522585476198,0.018503457143357327,0.04426517339839631,0.0579445379283498,46.341804857720035,0.01840434295389381,7.154266206512659,77.5541356917106,109.87353823119497,1023,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Sweden,targeted_pep_high_risk,Targeted high-risk PEP,4,FALSE,167.3505070191988,175.13417958163066,7.78367256243186,0.04444405187511591,0.00884108255720939,0.001324616233108537,0.007154031997709805,0.030484627235018047,0.24752542517978313,13.234442093278403,0.002430171351122257,10.67109939379668,16.838784896888342,44.36355761845468,1023,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Sweden,timeliness_only,Routine timeliness,1,TRUE,148.17757340456384,175.13417958163066,26.956606177066817,0.15391973309528795,0.08172631600351243,0.05652383686290888,0.0758706071800394,0.13469760769396372,0.8309231977004212,127.07936158778989,0.28134320489306536,71.1759016406461,139.7470697068212,170.16834018479452,1023,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Thailand,adolescent_booster,Adolescent booster,4,FALSE,419.65012281472406,500.4745580513394,80.82443523661533,0.16149559240596656,8.053793448259405e-7,-2.2033922975027242e-4,1.2039312471956443e-7,0.09815746138698203,0.3637371709439756,0.001513062652861663,-0.20744297080618707,2.1616027339632637e-4,0.5369879407982681,60.10678109672655,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Thailand,cocooning_adjunct,Close-contact adult adjunct,3,FALSE,416.831422156208,500.4745580513394,83.64313589513137,0.16712764824810766,0.003694673355375875,0.003054280749447627,0.003340239820896398,0.10474263769731773,0.46174141542153613,6.501821129028826,0.0377011990993195,5.471213417605497,7.42948782700654,75.94771362286457,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Thailand,maternal_immunization,Infant-exposure package,2,FALSE,411.1746829001809,500.4745580513394,89.29987515115846,0.1784303991372883,0.0746174922232074,0.03746318307520592,0.05865694899604601,0.11955157238887382,0.4752161360678253,96.44981737835019,0.054428000313783295,32.66264957108397,137.5837714447183,186.92296658855514,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Thailand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,6,FALSE,494.7997060727095,500.4745580513394,5.674851978629874,0.01133894198483465,0.051957614938195895,0.013641492781072581,0.025090226579836804,0.06705981238257885,0.09049674063115386,91.92354506005995,0.01493096367539335,4.589779131289504,133.09101154633606,181.56850708999502,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Thailand,targeted_pep_high_risk,Targeted high-risk PEP,5,FALSE,493.8342169270228,500.4745580513394,6.640341124316592,0.01326808929143486,0.007608046227170145,-0.0030573488768462953,0.0060973957639220075,0.025708105616089633,0.20108049734298322,11.217120507851064,-2.754415195387183,6.192215109578633,14.633661696655878,29.555873656300662,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Thailand,timeliness_only,Routine timeliness,1,TRUE,367.9158914417158,500.4745580513394,132.55866660962357,0.26486594468609437,0.16848634936123674,0.11749984551835249,0.15994575675863143,0.19897749413228935,0.47060536720212875,279.7622567465561,0.1106937140274903,52.367660264752246,312.37791596782245,346.1785791172456,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_Kingdom,adolescent_booster,Adolescent booster,6,FALSE,934.6570561120524,929.9165197242646,-4.740536387787756,-0.005097808552958494,-4.658100244159247e-5,-0.002264842666184907,-2.021679106594625e-4,0.17726347094619166,0.9250066715570994,-0.07013070661810161,-2.223510608608339,-0.255836578197318,1.1561085761297514,88.97999806411022,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_Kingdom,cocooning_adjunct,Close-contact adult adjunct,3,FALSE,827.1281943179765,929.9165197242646,102.7883254062881,0.11053500311701803,0.02706240265241427,-1.3463982311497243e-4,0.0041276913493175325,0.09409598967853582,0.870872411826529,6.702804011585954,-0.11058053856482357,4.078532704821896,29.903282329191455,75.52856452089412,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_Kingdom,maternal_immunization,Infant-exposure package,2,FALSE,815.8316432493784,929.9165197242646,114.08487647488619,0.12268292266569714,0.04569785691980177,0.017085910887123565,0.03218061855544119,0.10627664844775932,0.8770278951619704,41.05265031203999,0.013193798028654797,20.965659298950378,52.69101161504011,85.06662815868485,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_Kingdom,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,5,FALSE,898.9339578111372,929.9165197242646,30.98256191312737,0.03331757341219643,0.02131232276284295,0.00937202352062484,0.016578469849485987,0.029563385845418646,0.06340154021628172,14.563598704749381,0.006256795150992528,2.150197012562195,36.18617684347646,60.134001475646386,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_Kingdom,targeted_pep_high_risk,Targeted high-risk PEP,4,FALSE,875.6144024274727,929.9165197242646,54.30211729679195,0.05839461515630828,0.01484281286837829,-0.002256566595097543,0.007877865569483576,0.050935169764985376,0.30146061310796135,13.88806882304607,-3.2400267712290143,4.843188179951902,19.65404641954039,38.078823538597305,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_Kingdom,timeliness_only,Routine timeliness,1,TRUE,679.1120982064097,929.9165197242646,250.80442151785496,0.2697063835280855,0.1884432531351053,0.11229909154388348,0.15486661759699033,0.22309845911384907,0.7877930084507831,144.26427941443774,0.03683830286788177,34.12078014099234,274.10581438337306,369.31201810931225,1022,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_States,adolescent_booster,Adolescent booster,6,FALSE,714.2046720854189,714.0526318644839,-0.15204022093496405,-2.1292579027121228e-4,9.037855741578227e-9,-1.289390833182035e-4,-1.172603378118975e-6,1.1309933464764832e-7,0.15289008629323025,1.6024020396798733e-5,-0.1013192936001758,-0.0017531647658302063,2.0026704567044362e-4,4.981550981351964,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_States,cocooning_adjunct,Close-contact adult adjunct,3,FALSE,690.7089940838513,714.0526318644839,23.343637780632662,0.032691760717525,0.0037994646645412803,0.0030056223958305974,0.0036368794068291875,0.004260321957745969,0.723041410607916,6.677379361891553,2.3543487038473616,5.9177182560951,7.42174821113224,29.901015780067397,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_States,maternal_immunization,Infant-exposure package,2,FALSE,682.4419711809376,714.0526318644839,31.61066068354637,0.04426937073392878,0.03893935794351039,0.017105538806761522,0.03166215116914542,0.04823942386512256,0.7390353213978282,64.2271409506227,12.028190809161075,31.741020567458293,72.9266572491527,108.19540685731867,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_States,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,5,FALSE,704.7882680925351,714.0526318644839,9.264363771948865,0.012974343008523626,0.035270396264424075,0.011443303438184404,0.024709324901247415,0.04324696138461698,0.057916256727641974,59.21635180823125,1.2611469570253508,16.7220439839154,67.11900148699249,101.95799635598195,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_States,targeted_pep_high_risk,Targeted high-risk PEP,4,FALSE,698.9139831926634,714.0526318644839,15.138648671820533,0.021201026361728492,0.008139508812754374,0.0016584687959038374,0.006576276255821046,0.01397390733278974,0.2888741890252796,12.75917631274956,1.377984249571341,10.004280464572616,16.36504587077451,42.95549170240123,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
United_States,timeliness_only,Routine timeliness,1,TRUE,609.3439658269568,714.0526318644839,104.70866603752711,0.14663998333584904,0.15784405559091202,0.10938989125622184,0.14895151378120466,0.16730794504733532,0.8957697084712085,258.0660468395024,26.53709794948655,155.2826492307176,284.3815111561869,338.5644836113915,1024,paired full-refit parametric-bootstrap 95% estimation confidence interval,percentile_parametric_bootstrap,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
