country,resistance_prevalence,resistance_label,VE_inf,child_adolescent_cases_per_100k,reference_child_adolescent_cases_per_100k,child_adolescent_case_reduction_vs_veinf0,all_infections_per_100k,reference_all_infections_per_100k,all_infection_reduction_vs_veinf0,median_child_adolescent_case_reduction,q25_child_adolescent_case_reduction,q75_child_adolescent_case_reduction,median_all_infection_reduction,q25_all_infection_reduction,q75_all_infection_reduction
China,0,0% resistant,0.2,35.321087880266504,55.69033638342577,0.36575912134769295,121.52489741593514,186.1945588533293,0.34732304657912305,0.283195546130296,0.13711570263098813,0.32362205897079077,0.2543304683850359,0.10848933024006432,0.3059872014621946
Japan,0,0% resistant,0.2,147.45983818122093,179.33755830441496,0.17775261593047598,585.6945310810064,690.0368793815582,0.15121271256409952,0.283195546130296,0.13711570263098813,0.32362205897079077,0.2543304683850359,0.10848933024006432,0.3059872014621946
New_Zealand,0,0% resistant,0.2,762.2769829134764,859.1204222947232,0.11272394051881174,2403.849987108227,2624.3877422175833,0.08403398307408794,0.283195546130296,0.13711570263098813,0.32362205897079077,0.2543304683850359,0.10848933024006432,0.3059872014621946
South_Africa,0,0% resistant,0.2,121.12459596136284,180.6173914681195,0.3293857530727191,464.9231645755788,680.0118716745534,0.31630140010542906,0.283195546130296,0.13711570263098813,0.32362205897079077,0.2543304683850359,0.10848933024006432,0.3059872014621946
Sweden,0,0% resistant,0.2,201.6686681774519,290.72751037357455,0.30633097666500564,718.4757462083955,978.6569601588668,0.26585537582876406,0.283195546130296,0.13711570263098813,0.32362205897079077,0.2543304683850359,0.10848933024006432,0.3059872014621946
Thailand,0,0% resistant,0.2,105.93730945150044,144.67417214134272,0.2677524406498585,390.5723713523553,515.8151608164161,0.24280556094130779,0.283195546130296,0.13711570263098813,0.32362205897079077,0.2543304683850359,0.10848933024006432,0.3059872014621946
United_Kingdom,0,0% resistant,0.2,763.4997883407717,871.1475472625481,0.12357006486449218,2300.140242600407,2539.4818422747862,0.09424820279871926,0.283195546130296,0.13711570263098813,0.32362205897079077,0.2543304683850359,0.10848933024006432,0.3059872014621946
United_States,0,0% resistant,0.2,66.62001403245831,114.9293504124593,0.4203394190137514,257.795196078195,424.78304305282825,0.3931132602999545,0.283195546130296,0.13711570263098813,0.32362205897079077,0.2543304683850359,0.10848933024006432,0.3059872014621946
Australia,0,0% resistant,0.3,819.4593594712832,939.9356143020672,0.12817500794481707,2629.619710372559,2878.7360383859323,0.08653670384904388,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
Brazil,0,0% resistant,0.3,105.20893503970072,181.90449580928373,0.4216254272791248,407.3479530356669,669.8972888260433,0.39192476245198593,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
China,0,0% resistant,0.3,27.37991352336682,55.69033638342577,0.508354316000945,95.47696591987332,186.1945588533293,0.48721935534602157,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
Japan,0,0% resistant,0.3,133.15390959893094,179.33755830441496,0.2575235725418431,537.4442074293855,690.0368793815582,0.22113698051752395,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
New_Zealand,0,0% resistant,0.3,714.2913065412213,859.1204222947232,0.16857836456344644,2293.929522265552,2624.3877422175833,0.1259182149939465,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
South_Africa,0,0% resistant,0.3,96.86715070069263,180.6173914681195,0.4636886851630204,375.8867467171557,680.0118716745534,0.44723502283640837,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
Sweden,0,0% resistant,0.3,163.4449995398309,290.72751037357455,0.4378069026566841,600.6853038458074,978.6569601588668,0.3862146509965072,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
Thailand,0,0% resistant,0.3,89.53123916497864,144.67417214134272,0.38115257312473805,335.8162727660501,515.8151608164161,0.348960057252814,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
United_Kingdom,0,0% resistant,0.3,713.7676968438429,871.1475472625481,0.1806580881886748,2190.378935185037,2539.4818422747862,0.13747013318946755,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
United_States,0,0% resistant,0.3,48.966957588577266,114.9293504124593,0.5739386204407813,193.53963443991196,424.78304305282825,0.5443800368089496,0.4013890002019314,0.19987445927696687,0.45721823953643637,0.3675873541246606,0.15838684502148165,0.43340745774030276
Australia,0,0% resistant,0.4,778.300896236648,939.9356143020672,0.17196360644919095,2543.8758460652584,2878.7360383859323,0.11632195097276976,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
Brazil,0,0% resistant,0.4,85.78528671047486,181.90449580928373,0.5284048020428492,337.8916401196981,669.8972888260433,0.49560679561514,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
China,0,0% resistant,0.4,20.709802466583984,55.69033638342577,0.6281257429655693,73.13276359372652,186.1945588533293,0.6072239487334576,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
Japan,0,0% resistant,0.4,119.8688218698896,179.33755830441496,0.33160224214484213,491.70404987172935,690.0368793815582,0.28742352102627255,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
New_Zealand,0,0% resistant,0.4,667.2647337468114,859.1204222947232,0.2233164100970414,2186.163718922214,2624.3877422175833,0.16698143199109527,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
South_Africa,0,0% resistant,0.4,76.20507491211583,180.6173914681195,0.5780856190387034,299.07141834302865,680.0118716745534,0.560196768908527,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
Sweden,0,0% resistant,0.4,130.22860404467633,290.72751037357455,0.5520595767585352,494.2651167668019,978.6569601588668,0.4949557026738285,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
Thailand,0,0% resistant,0.4,74.95733238587842,144.67417214134272,0.4818886379204773,286.09802671750344,515.8151608164161,0.4453477748411341,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
United_Kingdom,0,0% resistant,0.4,667.2571366734257,871.1475472625481,0.23404807971946617,2088.590248995141,2539.4818422747862,0.1775525958774925,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
United_States,0,0% resistant,0.4,35.05452745344345,114.9293504124593,0.6949906414015262,141.22956600198398,424.78304305282825,0.6675254148871006,0.5051467199816633,0.25843662032581016,0.5715791084686613,0.4701517387574813,0.20502032716468752,0.5440492755851802
Australia,0,0% resistant,0.5,738.6913047857578,939.9356143020672,0.2141043561433087,2462.8983105152342,2878.7360383859323,0.1444514961864487,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
Brazil,0,0% resistant,0.5,69.01579182345311,181.90449580928373,0.6205932595761011,276.5290566049286,669.8972888260433,0.5872067834614916,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
China,0,0% resistant,0.5,15.171516726231378,55.69033638342577,0.7275736202816934,54.204145143402954,186.1945588533293,0.7088843762287325,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
Japan,0,0% resistant,0.5,107.6162198002666,179.33755830441496,0.39992369240583503,448.6547714522538,690.0368793815582,0.3498104451252545,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
New_Zealand,0,0% resistant,0.5,620.330503126288,859.1204222947232,0.27794697107842437,2077.318214809206,2624.3877422175833,0.20845605952499557,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
South_Africa,0,0% resistant,0.5,58.85531028382801,180.6173914681195,0.6741437255547096,233.65851274016777,680.0118716745534,0.6563905389404815,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
Sweden,0,0% resistant,0.5,101.71426947735476,290.72751037357455,0.6501388212396704,398.93651451282886,978.6569601588668,0.5923632787038382,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
Thailand,0,0% resistant,0.5,62.0771161667198,144.67417214134272,0.5709177716526199,241.13725531475816,515.8151608164161,0.5325122764265136,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
United_Kingdom,0,0% resistant,0.5,622.4972294222658,871.1475472625481,0.28542847720989284,1990.326308019556,2539.4818422747862,0.21624708045296137,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
United_States,0,0% resistant,0.5,24.181251036542175,114.9293504124593,0.7895989932096517,99.06338374820672,424.78304305282825,0.7667906349644784,0.5957555156143606,0.3140522810088784,0.6681424994759497,0.5598595299440026,0.24963792162103465,0.6403837238813206
Australia,0,0% resistant,0.6,700.7248942087843,939.9356143020672,0.2544969213353029,2386.714894226713,2878.7360383859323,0.17091568577266592,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
Brazil,0,0% resistant,0.6,54.68090127604334,181.90449580928373,0.6993977469728232,222.88006597218725,669.8972888260433,0.6672921809210904,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
China,0,0% resistant,0.6,10.612051954051749,55.69033638342577,0.8094453608434291,38.31949485909884,186.1945588533293,0.7941964840697403,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
Japan,0,0% resistant,0.6,96.25195449308372,179.33755830441496,0.46329170864643043,407.8336916107973,690.0368793815582,0.4089682685129582,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
New_Zealand,0,0% resistant,0.6,572.5941349902547,859.1204222947232,0.33351120502892084,1963.953150401055,2624.3877422175833,0.25165282598769767,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
South_Africa,0,0% resistant,0.6,44.50280627442282,180.6173914681195,0.753607302637421,178.708576474897,680.0118716745534,0.7371978579803015,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
Sweden,0,0% resistant,0.6,77.7148142144411,290.72751037357455,0.7326884748038454,315.01004753419284,978.6569601588668,0.678120055996887,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
Thailand,0,0% resistant,0.6,50.86197251600354,144.67417214134272,0.6484377842762924,201.059073951144,515.8151608164161,0.6102110034282164,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
United_Kingdom,0,0% resistant,0.6,581.4247189132014,871.1475472625481,0.33257607079278084,1897.8119552585188,2539.4818422747862,0.25267748575098303,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
United_States,0,0% resistant,0.6,15.711918511769902,114.9293504124593,0.8632906350259281,65.27143246715515,424.78304305282825,0.8463417183556509,0.6739177656245579,0.36595633093329827,0.7483775956790271,0.6387515921746534,0.2917501814414768,0.7224284074844478
Australia,0.5,50% resistant,0,1187.8295676131038,1187.8295676131038,0,3459.671611924751,3459.671611924751,0,0,0,0,0,0,0
Brazil,0.5,50% resistant,0,497.0578294992739,497.0578294992739,0,1743.6244885832857,1743.6244885832857,0,0,0,0,0,0,0
China,0.5,50% resistant,0,264.80192879475317,264.80192879475317,0,838.1957094022979,838.1957094022979,0,0,0,0,0,0,0
Japan,0.5,50% resistant,0,420.4724298554923,420.4724298554923,0,1519.693844202793,1519.693844202793,0,0,0,0,0,0,0
New_Zealand,0.5,50% resistant,0,1100.1457741294275,1100.1457741294275,0,3213.3245745522836,3213.3245745522836,0,0,0,0,0,0,0
South_Africa,0.5,50% resistant,0,483.5958349800379,483.5958349800379,0,1826.548554320938,1826.548554320938,0,0,0,0,0,0,0
Sweden,0.5,50% resistant,0,683.6963110628162,683.6963110628162,0,2133.3000820340703,2133.3000820340703,0,0,0,0,0,0,0
Thailand,0.5,50% resistant,0,401.4001552512301,401.4001552512301,0,1365.6624347007362,1365.6624347007362,0,0,0,0,0,0,0
United_Kingdom,0.5,50% resistant,0,1186.30899844231,1186.30899844231,0,3305.0995283319935,3305.0995283319935,0,0,0,0,0,0,0
United_States,0.5,50% resistant,0,403.0131507518286,403.0131507518286,0,1369.984360967134,1369.984360967134,0,0,0,0,0,0,0
Australia,0.5,50% resistant,0.1,1083.2212832685832,1187.8295676131038,0.08806674559779382,3202.876368481719,3459.671611924751,0.0742253231659078,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
Brazil,0.5,50% resistant,0.1,434.1920823035212,497.0578294992739,0.1264757206602749,1544.4530329556185,1743.6244885832857,0.11422841152540608,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
China,0.5,50% resistant,0.1,216.4459904673201,264.80192879475317,0.18261173001090014,701.9890687059952,838.1957094022979,0.16249980663039798,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
Japan,0.5,50% resistant,0.1,380.7565769276839,420.4724298554923,0.09445530814340886,1399.267436693989,1519.693844202793,0.07924386083960056,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
New_Zealand,0.5,50% resistant,0.1,1048.802013452206,1100.1457741294275,0.04666996127658729,3114.758246784366,3213.3245745522836,0.030674252003207947,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
South_Africa,0.5,50% resistant,0.1,465.85975925313255,483.5958349800379,0.036675410423329,1763.6095968397383,1826.548554320938,0.03445786170442022,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
Sweden,0.5,50% resistant,0.1,642.9884552306929,683.6963110628162,0.05954084463150355,2049.5634909120363,2133.3000820340703,0.03925213889374268,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
Thailand,0.5,50% resistant,0.1,364.7833016345754,401.4001552512301,0.09122281876980531,1263.891234023787,1365.6624347007362,0.07452149088310445,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
United_Kingdom,0.5,50% resistant,0.1,1115.1476798559836,1186.30899844231,0.059985483276081664,3148.343985602099,3305.0995283319935,0.04742838797626325,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
United_States,0.5,50% resistant,0.1,350.06310957407135,403.0131507518286,0.13138539295548535,1214.4604316954517,1369.984360967134,0.11352241215504899,0.08964478218379957,0.05965200429264808,0.11847061753105839,0.07437340702450612,0.041296201164372826,0.10495277432618688
Australia,0.5,50% resistant,0.2,1066.6938913436838,1187.8295676131038,0.10198068777900293,3179.837420791199,3459.671611924751,0.0808846105997526,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
Brazil,0.5,50% resistant,0.2,382.6101774807958,497.0578294992739,0.23025017457982777,1384.3068163284904,1743.6244885832857,0.20607514668869154,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
China,0.5,50% resistant,0.2,166.4054776975575,264.80192879475317,0.3715850996442791,555.6029654957055,838.1957094022979,0.3371441069629242,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
Japan,0.5,50% resistant,0.2,348.22427501238684,420.4724298554923,0.17182614058176338,1300.8221399116514,1519.693844202793,0.14402355127388045,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
New_Zealand,0.5,50% resistant,0.2,1015.1501019493284,1100.1457741294275,0.07725855443780472,3062.428469772833,3213.3245745522836,0.04695949670769717,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
South_Africa,0.5,50% resistant,0.2,405.38412923479666,483.5958349800379,0.1617294858390782,1536.0478939031386,1826.548554320938,0.15904349201699686,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
Sweden,0.5,50% resistant,0.2,583.8055604613259,683.6963110628162,0.14610397772398198,1901.812123596473,2133.3000820340703,0.10851167183984589,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
Thailand,0.5,50% resistant,0.2,330.7481085583466,401.4001552512301,0.17601399941827,1167.4417829720494,1365.6624347007362,0.14514615522255603,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
United_Kingdom,0.5,50% resistant,0.2,1066.3309511726634,1186.30899844231,0.10113557886451552,3048.4398605295173,3305.0995283319935,0.07765565472456626,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
United_States,0.5,50% resistant,0.2,303.6341848277983,403.0131507518286,0.2465898835773398,1076.7119082222612,1369.984360967134,0.21406992743905384,0.1667778132104208,0.1130115102652477,0.21669113078943833,0.14458485324821824,0.08779137590977593,0.19431723302076787
Australia,0.5,50% resistant,0.3,1056.4635219935972,1187.8295676131038,0.11059334537654375,3209.641223444851,3459.671611924751,0.072269977190349,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
Brazil,0.5,50% resistant,0.3,339.47263263663115,497.0578294992739,0.3170359413136916,1252.417815025546,1743.6244885832857,0.28171586071084076,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
China,0.5,50% resistant,0.3,123.66630096218849,264.80192879475317,0.5329856488392812,427.99450556113214,838.1957094022979,0.48938595036912413,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
Japan,0.5,50% resistant,0.3,322.08290053588314,420.4724298554923,0.23399757590152492,1222.5361853698655,1519.693844202793,0.1955378446563436,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
New_Zealand,0.5,50% resistant,0.3,974.6628783732616,1100.1457741294275,0.11406024429395611,2979.1028999084556,3213.3245745522836,0.07289076133134242,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
South_Africa,0.5,50% resistant,0.3,340.04408274598376,483.5958349800379,0.2968424081650326,1292.9212963050595,1826.548554320938,0.29215060106314383,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
Sweden,0.5,50% resistant,0.3,493.9190352202645,683.6963110628162,0.27757539827520805,1646.422274088564,2133.3000820340703,0.22822752975346783,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
Thailand,0.5,50% resistant,0.3,298.485376262961,401.4001552512301,0.25638948476204837,1073.5493235288695,1365.6624347007362,0.21389847428576203,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
United_Kingdom,0.5,50% resistant,0.3,1022.2085138290104,1186.30899844231,0.13832861828475773,2975.937106951005,3305.0995283319935,0.09959228717905189,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
United_States,0.5,50% resistant,0.3,250.59271588106455,403.0131507518286,0.37820213704297456,910.4388406897926,1369.984360967134,0.33543851548270776,0.2669824415186282,0.16224585768894953,0.3119875580265269,0.22106300201961493,0.12357867654837482,0.28954191597506806
Australia,0.5,50% resistant,0.4,1022.7694244928664,1187.8295676131038,0.1389594497566845,3162.369221178242,3459.671611924751,0.08593370241319176,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
Brazil,0.5,50% resistant,0.4,302.9553698729068,497.0578294992739,0.39050277071764883,1140.5909032770417,1743.6244885832857,0.3458506055946803,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
China,0.5,50% resistant,0.4,90.9519236555638,264.80192879475317,0.6565284699037814,325.98457214438736,838.1957094022979,0.6110877585178275,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
Japan,0.5,50% resistant,0.4,300.0368306979091,420.4724298554923,0.2864292415057377,1157.1465338189275,1519.693844202793,0.2385660189168246,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
New_Zealand,0.5,50% resistant,0.4,890.4590344893796,1100.1457741294275,0.19059905020857637,2768.147605097827,3213.3245745522836,0.1385409282896619,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
South_Africa,0.5,50% resistant,0.4,294.0246116028311,483.5958349800379,0.392003424481586,1127.692203985705,1826.548554320938,0.38261033284989743,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
Sweden,0.5,50% resistant,0.4,412.6918992837064,683.6963110628162,0.39638126956956865,1413.28811405844,2133.3000820340703,0.3375108706174659,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
Thailand,0.5,50% resistant,0.4,266.24396314013325,401.4001552512301,0.3367118580871119,975.830150624815,1365.6624347007362,0.28545288657760204,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
United_Kingdom,0.5,50% resistant,0.4,977.8983429696932,1186.30899844231,0.1756799078033393,2892.6789856555197,3305.0995283319935,0.12478309325970971,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
United_States,0.5,50% resistant,0.4,182.20193891537247,403.0131507518286,0.5479007606191726,680.3775316418765,1369.984360967134,0.5033683952701714,0.36360731440238037,0.2145565980328667,0.39528680829757296,0.31148187859753396,0.1635472009464526,0.3734204010360931
