config_key,year,native_cases,native_intervals,age_known_cases,who_cases,national_reference_cases,national_reference_source,native_to_national_ratio,reconciliation_status,model_use_contract
Australia,2023,2454.0,12.0,2454.0,2442.0,2442.0,WHO_JRF,1.0049140049140048,compatible_scale,notification_index_with_static_source_scale
Australia,2024,57255.0,12.0,57232.0,57167.0,57167.0,WHO_JRF,1.0015393496247835,compatible_scale,notification_index_with_static_source_scale
Australia,2025,24946.0,12.0,25277.0,,25277.0,age_known_total,0.9869050915852355,compatible_scale,notification_index_with_static_source_scale
Australia,2026,3285.0,5.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2000,,,,764.0,764.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2001,,,,657.0,657.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2002,,,,406.0,406.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2003,,,,1110.0,1110.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2004,,,,1146.0,1146.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2005,,,,1328.0,1328.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2006,,,,797.0,797.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2007,,,,596.0,596.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2008,,,,1275.0,1275.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2009,,,,1037.0,1037.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2010,,,,477.0,477.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2011,,,,2257.0,2257.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2012,,,,5400.0,5400.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2013,,,,5211.0,5211.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2014,,,,8338.0,8338.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2015,3051.0,12.0,,2920.0,2920.0,WHO_JRF,1.04486301369863,compatible_scale,notification_index_with_static_source_scale
Brazil,2016,1309.0,12.0,,1208.0,1208.0,WHO_JRF,1.0836092715231789,compatible_scale,notification_index_with_static_source_scale
Brazil,2017,1868.0,12.0,,1804.0,1804.0,WHO_JRF,1.0354767184035476,compatible_scale,notification_index_with_static_source_scale
Brazil,2018,2171.0,12.0,,2232.0,2232.0,WHO_JRF,0.9726702508960573,compatible_scale,notification_index_with_static_source_scale
Brazil,2019,1566.0,12.0,,1423.0,1423.0,WHO_JRF,1.10049191848208,compatible_scale,notification_index_with_static_source_scale
Brazil,2020,232.0,12.0,,229.0,229.0,WHO_JRF,1.0131004366812226,compatible_scale,notification_index_with_static_source_scale
Brazil,2021,159.0,12.0,,143.0,143.0,WHO_JRF,1.1118881118881119,compatible_scale,notification_index_with_static_source_scale
Brazil,2022,238.0,12.0,,246.0,246.0,WHO_JRF,0.967479674796748,compatible_scale,notification_index_with_static_source_scale
Brazil,2023,222.0,12.0,,210.0,210.0,WHO_JRF,1.0571428571428572,compatible_scale,notification_index_with_static_source_scale
Brazil,2024,7749.0,12.0,,7438.0,7438.0,WHO_JRF,1.0418123151384782,compatible_scale,notification_index_with_static_source_scale
Brazil,2025,2694.0,12.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Brazil,2026,213.0,4.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2000,,,,5561.0,5561.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2001,,,,6407.0,6407.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2002,,,,6293.0,6293.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2003,,,,858.0,858.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2004,,,,4705.0,4705.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2005,,,,3844.0,3844.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2006,,,,2595.0,2595.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2008,,,,2387.0,2387.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2009,,,,1612.0,1612.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2010,,,,1764.0,1764.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2011,,,,2517.0,2517.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2012,,,,2183.0,2183.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2013,,,,1712.0,1712.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2014,,,,3408.0,3408.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2015,6819.0,12.0,6658.0,6658.0,6658.0,WHO_JRF,1.0241814358666266,compatible_scale,notification_index_with_static_source_scale
China,2016,5683.0,12.0,5584.0,5584.0,5584.0,WHO_JRF,1.0177292263610316,compatible_scale,notification_index_with_static_source_scale
China,2017,10542.0,12.0,10390.0,10390.0,10390.0,WHO_JRF,1.0146294513955727,compatible_scale,notification_index_with_static_source_scale
China,2018,22466.0,12.0,22057.0,22057.0,22057.0,WHO_JRF,1.0185428662102733,compatible_scale,notification_index_with_static_source_scale
China,2019,30727.0,12.0,30027.0,30027.0,30027.0,WHO_JRF,1.0233123522163385,compatible_scale,notification_index_with_static_source_scale
China,2020,4994.0,12.0,4475.0,4475.0,4475.0,WHO_JRF,1.1159776536312849,compatible_scale,notification_index_with_static_source_scale
China,2021,9162.0,12.0,9611.0,9611.0,9611.0,WHO_JRF,0.9532826969097908,compatible_scale,notification_index_with_static_source_scale
China,2022,39781.0,12.0,38295.0,38295.0,38295.0,WHO_JRF,1.038804021412717,compatible_scale,notification_index_with_static_source_scale
China,2023,38205.0,12.0,43551.0,41124.0,41124.0,WHO_JRF,0.9290195506273708,compatible_scale,notification_index_with_static_source_scale
China,2024,494321.0,12.0,,476690.0,476690.0,WHO_JRF,1.036986301369863,compatible_scale,notification_index_with_static_source_scale
China,2025,35679.0,12.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
China,2026,2273.0,3.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2000,,,,3787.0,3787.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2001,,,,3804.0,3804.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2002,,,,11740.0,11740.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2003,,,,1534.0,1534.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2004,,,,1534.0,1534.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2006,,,,1504.0,1504.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2008,,,,6753.0,6753.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2009,,,,5208.0,5208.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2010,,,,5406.0,5406.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2011,,,,4395.0,4395.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2012,,,,4087.0,4087.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2013,,,,1663.0,1663.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2014,,,,2066.0,2066.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2015,2674.0,53.0,2675.0,2675.0,2675.0,WHO_JRF,0.9996261682242991,compatible_scale,notification_index_with_static_source_scale
Japan,2016,2951.0,52.0,3011.0,3011.0,3011.0,WHO_JRF,0.9800730654267685,compatible_scale,notification_index_with_static_source_scale
Japan,2017,1654.0,52.0,1661.0,1661.0,1661.0,WHO_JRF,0.9957856712823601,compatible_scale,notification_index_with_static_source_scale
Japan,2018,7924.0,52.0,11190.0,12103.0,12103.0,WHO_JRF,0.6547137073452863,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2019,11833.0,52.0,15972.0,16845.0,16845.0,WHO_JRF,0.7024636390620362,moderate_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2020,2040.0,53.0,2671.0,2947.0,2947.0,WHO_JRF,0.6922293858160842,moderate_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2021,563.0,52.0,712.0,752.0,752.0,WHO_JRF,0.7486702127659575,moderate_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2022,351.0,52.0,469.0,,469.0,age_known_total,0.7484008528784648,moderate_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2023,815.0,52.0,966.0,,966.0,age_known_total,0.8436853002070394,compatible_scale,notification_index_with_static_source_scale
Japan,2024,3192.0,52.0,3969.0,4095.0,4095.0,WHO_JRF,0.7794871794871795,moderate_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2025,75295.0,52.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Japan,2026,2109.0,16.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2000,,,,4143.0,4143.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2001,,,,4143.0,4143.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2002,,,,1068.0,1068.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2003,,,,589.0,589.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2004,,,,3489.0,3489.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2005,,,,2720.0,2720.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2006,,,,1122.0,1122.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2007,,,,331.0,331.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2009,,,,656.0,656.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2010,,,,462.0,462.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2011,,,,1992.0,1992.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2012,,,,5598.0,5598.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2013,,,,3396.0,3396.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2014,,,,1099.0,1099.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2015,1257.0,12.0,1168.0,1168.0,1168.0,WHO_JRF,1.0761986301369864,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2016,1145.0,12.0,1096.0,1096.0,1096.0,WHO_JRF,1.0447080291970803,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2017,2223.0,12.0,2143.0,2143.0,2143.0,WHO_JRF,1.0373308446103593,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2018,3014.0,12.0,2952.0,2952.0,2952.0,WHO_JRF,1.0210027100271002,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2019,1268.0,12.0,1206.0,1206.0,1206.0,WHO_JRF,1.0514096185737978,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2020,188.0,12.0,171.0,171.0,171.0,WHO_JRF,1.0994152046783625,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2021,62.0,12.0,43.0,43.0,43.0,WHO_JRF,1.441860465116279,moderate_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2022,18.0,12.0,18.0,18.0,18.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2023,141.0,12.0,141.0,,141.0,age_known_total,1.0,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2024,1756.0,12.0,1748.0,1748.0,1748.0,WHO_JRF,1.0045766590389016,compatible_scale,notification_index_with_static_source_scale
New_Zealand,2025,2710.0,12.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
New_Zealand,2026,637.0,4.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2000,,,,8.0,8.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2001,,,,24.0,24.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2002,,,,5.0,5.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2003,,,,8.0,8.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2009,,,,4.0,4.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2011,,,,181.0,181.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2013,,,,116.0,116.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2014,,,,230.0,230.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2015,,,,103.0,103.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2016,,,,40.0,40.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2017,,,,102.0,102.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2018,,,,955.0,955.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2019,,,,557.0,557.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2020,,,,104.0,104.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2021,,,,557.0,557.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2022,,,,789.0,789.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2023,2484.0,11.0,,268.0,268.0,WHO_JRF,9.26865671641791,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2024,634.0,12.0,,79.0,79.0,WHO_JRF,8.025316455696203,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
South_Africa,2025,765.0,9.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2000,,,,2705.0,2705.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2001,,,,979.0,979.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2002,,,,1350.0,1350.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2003,,,,664.0,664.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2004,,,,1371.0,1371.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2005,,,,1360.0,1360.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2006,,,,795.0,795.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2007,,,,689.0,689.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2008,,,,459.0,459.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2009,,,,281.0,281.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2010,,,,266.0,266.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2011,,,,177.0,177.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2012,,,,289.0,289.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2013,,,,237.0,237.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2014,,,,703.0,703.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Sweden,2015,604.0,12.0,599.3820000000001,603.0,603.0,WHO_JRF,1.0016583747927033,compatible_scale,notification_index_with_static_source_scale
Sweden,2016,679.0,12.0,676.284,679.0,679.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Sweden,2017,805.0,12.0,801.78,805.0,805.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Sweden,2018,739.0,12.0,735.305,739.0,739.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Sweden,2019,782.0,12.0,777.308,782.0,782.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Sweden,2020,269.0,12.0,267.386,269.0,269.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Sweden,2021,11.0,12.0,10.923,11.0,11.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Sweden,2022,13.0,12.0,11.904,13.0,13.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Sweden,2023,137.0,12.0,137.172,138.0,138.0,WHO_JRF,0.9927536231884058,compatible_scale,notification_index_with_static_source_scale
Sweden,2024,2545.0,12.0,2532.275,2545.0,2545.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Sweden,2025,783.0,12.0,780.0,,780.0,age_known_total,1.0038461538461538,compatible_scale,notification_index_with_static_source_scale
Sweden,2026,73.0,4.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2000,,,,93.0,93.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2001,,,,72.0,72.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2002,,,,15.0,15.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2003,,,,24.0,24.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2004,,,,21.0,21.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2005,,,,23.0,23.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2006,,,,72.0,72.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2007,,,,23.0,23.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2008,16.0,12.0,,16.0,16.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Thailand,2009,25.0,12.0,,25.0,25.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Thailand,2010,6.0,12.0,,6.0,6.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Thailand,2011,12.0,12.0,,12.0,12.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Thailand,2012,14.0,12.0,,14.0,14.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Thailand,2013,24.0,12.0,,24.0,24.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Thailand,2014,16.0,12.0,,14.0,14.0,WHO_JRF,1.1428571428571428,compatible_scale,notification_index_with_static_source_scale
Thailand,2015,51.0,12.0,,51.0,51.0,WHO_JRF,1.0,compatible_scale,notification_index_with_static_source_scale
Thailand,2016,74.0,12.0,,84.0,84.0,WHO_JRF,0.8809523809523809,compatible_scale,notification_index_with_static_source_scale
Thailand,2017,77.0,12.0,,55.0,55.0,WHO_JRF,1.4,moderate_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2018,174.0,12.0,,79.0,79.0,WHO_JRF,2.2025316455696204,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2019,83.0,12.0,,99.0,99.0,WHO_JRF,0.8383838383838383,compatible_scale,notification_index_with_static_source_scale
Thailand,2020,22.0,12.0,,90.0,90.0,WHO_JRF,0.24444444444444444,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2021,8.0,12.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2022,19.0,12.0,,10.0,10.0,WHO_JRF,1.9,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2023,398.0,12.0,,737.0,737.0,WHO_JRF,0.5400271370420624,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2024,1284.0,12.0,,2477.0,2477.0,WHO_JRF,0.5183689947517158,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
Thailand,2025,251.0,12.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2000,,,,866.0,866.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2001,,,,1049.0,1049.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2002,,,,1054.0,1054.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2003,,,,521.0,521.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2004,,,,169.0,169.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2005,,,,358.0,358.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2006,,,,478.0,478.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2007,,,,1163.0,1163.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2008,,,,1028.0,1028.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2009,,,,846.0,846.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2010,,,,518.0,518.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2011,,,,1243.0,1243.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
