analysis,country,iso3,scenario,replicate,seed,population_size,target_reproduction_number,infant_household_index_probability,setting_matrix_available,setting_decomposition,index_age_group,total_infections,outbreak_20plus,extinction_3_or_fewer,infant_infections,any_infant_infection,infant_home_infections,infant_nonhome_infections,generation_first_infant,max_generation_reached,household_clusters_touched,structural_sensitivity_caveat
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,11,1851958393,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,5,False,False,0,False,0,0,-1,3,5,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,12,3035632783,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,76,True,False,0,False,0,0,-1,8,73,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,13,405705028,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,180,True,False,0,False,0,0,-1,8,158,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,14,918693626,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,15,2746908006,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,16,3571504721,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,146,True,False,0,False,0,0,-1,8,131,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,17,754539674,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,5,False,False,0,False,0,0,-1,2,5,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,18,1443481099,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,19,2764129445,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,14,False,False,0,False,0,0,-1,4,14,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,20,1627729357,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,21,1455962816,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_1_4y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,22,2644592031,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,23,378509339,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,24,346508296,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_1_4y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,25,633995257,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,26,1187844956,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,7,False,False,0,False,0,0,-1,3,7,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,27,476819901,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,5,False,False,0,False,0,0,-1,2,5,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,28,1169444753,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,29,3938431016,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,50,True,False,0,False,0,0,-1,8,48,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,30,7562974,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,31,3113461603,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,3,False,True,0,False,0,0,-1,2,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,32,1157124448,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_1_4y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,33,3118620700,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,34,2498628478,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,35,1596745365,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,26,True,False,0,False,0,0,-1,5,26,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,36,209620209,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,37,2241697620,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,38,2685879382,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,39,3387717663,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,40,4071400774,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,41,1224770584,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,272,True,False,1,True,0,1,5,8,223,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,42,2210119088,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,43,640853772,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,44,1921611160,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,45,2207484778,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,209,True,False,0,False,0,0,-1,8,174,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,46,213886847,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,25,True,False,0,False,0,0,-1,5,24,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,47,4089442127,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,48,1471708937,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,49,1265563436,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,50,2189204366,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,7,False,False,0,False,0,0,-1,3,7,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,51,4066170835,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,52,2015897059,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,53,2837009213,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,54,2787505160,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,14,False,False,0,False,0,0,-1,8,14,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,55,4171750620,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,29,True,False,0,False,0,0,-1,7,28,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,56,2653328840,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,57,1976061828,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,58,1642683888,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,36,True,False,0,False,0,0,-1,8,36,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,59,3708576370,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,60,332795168,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,61,931661709,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,62,1835323664,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,63,2662621176,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,64,2140780018,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,elderly_65plus,100,True,False,0,False,0,0,-1,8,94,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,65,1768975372,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,3,False,True,0,False,0,0,-1,1,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,66,3914055176,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,67,2600245688,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,68,1693138522,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,69,28009085,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,70,904993387,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,71,2662813906,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,72,4257950559,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,192,True,False,0,False,0,0,-1,8,170,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,73,2338131505,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,74,3068971895,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,elderly_65plus,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,75,1022736711,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,76,3632311973,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,77,1771858217,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,78,416118056,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,79,1868229206,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,elderly_65plus,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,80,900295277,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,3,False,True,0,False,0,0,-1,1,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,81,3504035158,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,82,2583824265,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,83,3433640046,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,84,1054492928,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,85,1143966597,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,86,2462698136,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,87,1847194259,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
